Index,Reconstruction_Error,Anomaly_Label
0,4.626443846920429e-05,Normal
1,4.193201293269331e-05,Normal
2,3.700726595134908e-05,Normal
3,0.00015422087570256688,Normal
4,0.00015238066970576966,Normal
5,0.0001410523420250836,Normal
6,0.00014715371628993884,Normal
7,0.00012137750307199984,Normal
8,0.00011190708966849875,Normal
9,0.00022007944957868215,Normal
10,0.00021725183828886474,Normal
11,0.00019635115302631215,Normal
12,0.00020765145634122525,Normal
13,0.00012137750307199984,Normal
14,0.00011190708966849875,Normal
15,0.00013371998066115815,Normal
16,0.0001300923865641288,Normal
17,0.00011074715888975773,Normal
18,0.0001200846725663845,Normal
19,4.193201293269331e-05,Normal
20,3.700726595134908e-05,Normal
21,0.00015422087570256688,Normal
22,0.00015238066970576966,Normal
23,0.0001410523420250836,Normal
24,0.00014715371628993884,Normal
25,0.00012137750307199984,Normal
26,0.00011190708966849875,Normal
27,0.00022007944957868215,Normal
28,0.00021725183828886474,Normal
29,0.00019635115302631215,Normal
30,0.00020765159742863732,Normal
31,0.00012137737561765033,Normal
32,0.00011190708966849875,Normal
33,0.00013371998066115815,Normal
34,0.0001300923865641288,Normal
35,0.00011074715888975773,Normal
36,0.0001200846725663845,Normal
37,4.193201293269331e-05,Normal
38,3.700726595134908e-05,Normal
39,2.978257542190316e-05,Normal
40,2.7426994177159733e-05,Normal
41,1.856229415940598e-05,Normal
42,2.4280159574712173e-05,Normal
43,1.190643805496348e-05,Normal
44,1.190643805496348e-05,Normal
45,0.00013777014781641092,Normal
46,0.00013741816678962407,Normal
47,0.0001345389256496306,Normal
48,0.00013045528320872798,Normal
49,0.00012137750307199984,Normal
50,0.00011190708966849875,Normal
51,9.708945702866241e-05,Normal
52,0.00011642826480791361,Normal
53,9.808749715205334e-05,Normal
54,0.00010770051456190615,Normal
55,3.300348989542354e-05,Normal
56,2.9791483334883045e-05,Normal
57,2.6063133126991596e-05,Normal
58,7.529883696457521e-05,Normal
59,7.358645107696033e-05,Normal
60,6.547027227356151e-05,Normal
61,6.991838502293189e-05,Normal
62,5.715924263759692e-05,Normal
63,5.1064344836000044e-05,Normal
64,0.00016605192979617269,Normal
65,0.00016393509377232463,Normal
66,0.0001505337401971976,Normal
67,0.00015803611253637108,Normal
68,0.00012137750307199984,Normal
69,0.00011190708966849875,Normal
70,0.00010922039696084323,Normal
71,0.00018045809492907408,Normal
72,0.00016192880147041668,Normal
