row_id,cgid,label
2230.5599498603015,16184.529539087036,1374.6159348440365
2221.0043926612543,16177.212746768791,1381.8200348010687
2219.5869413928394,16175.16259454511,1381.3371633658867
2219.338279817751,16174.550126115457,1381.2722962120276
2218.3413202855354,16172.715222071263,1380.4985908841156
2217.498153781941,16170.463228948005,1380.0938335182711
2217.3251263946895,16168.759991061264,1380.3403360284185
2218.0372008210697,16168.348309249073,1381.2124287004622
2219.7123680360028,16169.592244278294,1382.379405986139
2221.9848167086793,16171.814643680878,1382.8139295034234
2222.9575328765795,16172.785322061409,1382.8554991788346
2223.9302490444798,16173.756182824369,1382.8969662974807
2224.9029131321126,16174.726939368798,1382.9381428386262
2225.8755251394787,16175.697917377609,1382.9794903077131
2226.847785605042,16176.668804195202,1383.02063266327
2227.820020030472,16177.639691012797,1383.061894668386
2228.792553917437,16178.611046813785,1383.1032250446785
2229.7650487442024,16179.582519860624,1383.1445383281773
2230.7376347114346,16180.554005934777,1383.1858687044698
2231.709895176998,16181.525635309412,1383.2270452456153
2232.682077522161,16182.49725165673,1383.2682388795547
2233.6541947669893,16183.4688289221,1383.3093470495232
2234.6261427509507,16184.440380132837,1383.3502842915502
2235.598025634578,16185.411879234307,1383.3912386263712
2236.569869458005,16186.383560718208,1383.4321929611924
2237.541635161031,16187.355177065527,1383.4730618320427
2238.513478984458,16188.326793412845,1383.5139819812755
2239.485088446683,16189.29824040505,1383.5549192233025
2240.4567630092424,16190.269700424571,1383.5957539085641
2241.4282032105993,16191.241134389458,1383.6367424289738
2242.39963039189,16192.212542299712,1383.6776796710008
2243.3709403925795,16193.183806909487,1383.7186169130275
2244.3420420722005,16194.155136655841,1383.7594857838778
2245.313234892289,16195.126544566097,1383.8004059331106
2246.2842193913098,16196.097796148553,1383.8412577111667
2247.254995569262,16197.068956539795,1383.8822462315763
2248.2254722856787,16198.039804275439,1383.9229099888964
2249.1959229619615,16199.010977693997,1383.963778859747
2250.1661132369095,16199.982007812072,1384.0044768026555
2251.13617331119,16200.95325939453,1384.0452089311523
2252.1062333854697,16201.92441978577,1384.0856846677368
2253.077074663756,16202.896752635497,1384.125818548438
2254.0524729654094,16203.875273460566,1384.1633372316319
2255.027728046329,16204.855292427035,1384.2019669464464
2256.0024493045103,16205.835389557402,1384.2406479396432
2256.9771054623584,16206.815551824351,1384.279277654458
2257.951800680407,16207.795922528367,1384.3178902764782
2258.9262615372536,16208.776241123114,1384.3562806921746
2259.9005791733653,16209.756429444697,1384.3946540150764
2260.8747535887433,16210.73683923066,1384.4329589668018
2261.8488759238535,16211.717209934675,1384.4712981041157
2262.8227248375624,16212.697619720639,1384.5095346846645
2263.79645657067,16213.677990424652,1384.5475661516832
2264.7702143439114,16214.658465347198,1384.5857514538495
2265.743789836218,16215.639083570226,1384.6238000136623
2266.717157007456,16216.619141618645,1384.6617631095046
2267.69034189776,16217.598535273919,1384.6996236485818
2268.6636049084645,16218.577329672637,1384.7374670948645
2269.637180400771,16219.555824443072,1384.7753105411475
2270.6106517325434,16220.534045639863,1384.8132052658132
2271.5845397064522,16221.51190207179,1384.8509290625368
2272.558375600094,16222.48948493007,1384.888806694408
2273.532536995405,16223.466950542503,1384.9268210686325
2274.5065942301817,16224.444429182251,1384.9648525356513
2275.4806384448916,16225.421999013215,1385.0027472603167
2276.454565479001,16226.399321325167,1385.040710356159
2277.4284404328428,16227.376839046865,1385.0784683384709
2278.40205498535,16228.354434932462,1385.1163288775479
2279.375487256922,16229.331965681477,1385.1541381382428
2280.348997648895,16230.309522485124,1385.191913213349
2281.322312739866,16231.287144425354,1385.2295002677195
2282.295510650237,16232.264857556802,1385.2671556932664
2283.268643460273,16233.242596742879,1385.3045718196954
2284.241424728507,16234.220205655794,1385.3419879461242
2285.2143361974086,16235.197983923823,1385.379404072553
2286.187026325175,16236.175853383065,1385.4167176422166
2287.1595211519407,16237.153631651094,1385.4540312118806
2288.1320810790394,16238.131488083021,1385.4912422247792
2289.104367584736,16239.109500842747,1385.5283335881188
2290.076523889765,16240.087435438574,1385.5654249514585
2291.048589054327,16241.065317925135,1385.602516314798
2292.0204849580214,16242.04333068486,1385.639522214167
2292.992315761381,16243.021356471902,1385.6763742783883
2293.964068444341,16243.999225931148,1385.7133288993748
2294.935873207567,16244.976860898692,1385.7501296852133
2295.9074305895256,16245.954300456493,1385.786896285464
2296.8815789647697,16246.93428034101,1385.8222099982104
2297.8598416811114,16247.919445097501,1385.8558486171285
2298.8376877553164,16248.905091864703,1385.8900512982543
2299.8149479265176,16249.890217539243,1385.9239463090848
2300.7921560174514,16250.87471790259,1385.957670391974
2301.7695724294535,16251.858658091329,1385.9911722685388
2302.7472752829244,16252.842207460571,1386.024417753191
2303.7250822969295,16253.825418119584,1386.0577145162258
2304.7029934714683,16254.808198877154,1386.0907036089657
2305.6809697463414,16255.79065395181,1386.1235388665582
2306.6588548807467,16256.772939671351,1386.156100639444
2307.637000416488,16257.754730352864,1386.1886624123297
2308.6154063535637,16258.736468925112,1386.2211558140386
2309.593786250506,16259.71794695103,1386.2533928238352
2310.57224426785,16260.699333785731,1386.285646926426
2311.5506502049257,16261.680746675065,1386.3178497506342
2312.5288478209336,16262.661664526373,1386.3494372342525
2313.506928256341,16263.641631383576,1386.3804093772808
2314.4847613104794,16264.6212204486,1386.411176406779
2315.462685505085,16265.600040901949,1386.441276817305
2316.440505539157,16266.578392371903,1386.4712404854774
2317.4180912120273,16267.556118530665,1386.5009135761493
2318.3955987644963,16268.533519006516,1386.5301764397611
2319.373171417299,16269.510320225805,1386.5592341898428
2320.3503534681,16270.486717598284,1386.588121011983
2321.3276006192336,16271.462450577621,1386.616700163828
2322.3046915295668,16272.438274748172,1386.6452622228787
2323.2819386807014,16273.414541847485,1386.6738926531063
2324.2595373736376,16274.39106949313,1386.7027111040697
2325.237110026441,16275.367740439253,1386.7316833901807
2319.8145907408125,16271.689855414632,1387.9481091797795
2302.070492212512,16256.814327455904,1389.8267952793296
2268.5685844612176,16227.576782300672,1391.8717429877297
2217.207311530558,16182.996263015673,1393.5014383546675
2146.0886992280884,16122.637227328009,1394.6173072361892
2054.7575139394603,16045.019628781578,1394.0634323340428
1940.1093160457071,15945.922199952782,1393.3744559868103
1802.336646294141,15824.045166391392,1391.8761700214186
1643.7531835688592,15679.670126571109,1389.3838013329362
1469.4139948312663,15515.658921383005,1386.8505295880152
1318.3514695118952,15372.21883904138,1385.0277027397985
1192.8554337325309,15251.783447407015,1384.3288296647443
1093.1396769894432,15153.05282872921,1384.128108982856
1016.266520678787,15072.84218191327,1383.6864311816134
959.39359308543,15008.831133451575,1383.3250895129497
920.5878309369978,14959.729249479835,1382.9868743947925
896.1434628310126,14924.546948981264,1382.9668074544418
882.8094562168089,14902.14228344517,1383.6147952812648
877.6470518249989,14891.815086718361,1384.3777150560584
878.6011623174927,14892.78820120708,1384.3758690342884
879.5550384487847,14893.76134175043,1384.3739033629593
880.5088364596763,14894.73456045768,1384.3720402483955
881.4621917882978,14895.707544673232,1384.3701429482428
882.4157033577208,14896.680528888784,1384.36836529765
883.3690326462088,14897.653565213603,1384.3664679974972
884.3219973728274,14898.626627593054,1384.3646048829335
885.2748318987778,14899.599533644709,1384.362810139546
886.2273279029932,14900.57233547783,1384.360964117776
887.1799280677424,14901.545085201684,1384.359306116742
888.1322938712897,14902.51791308944,1384.357477187766
889.0843471932349,14903.490558594764,1384.3556482587906
890.0361921941112,14904.463334373251,1384.3539389793739
890.9879851147211,14905.435901714674,1384.3521442359865
891.9395436741293,14906.408703547797,1384.3505375133348
892.8911803539377,14907.381218779954,1384.3486743987708
893.8422962310756,14908.353890339911,1384.3471360472959
894.7935162687481,14909.326405572068,1384.345392582291
895.7442675840166,14910.298842640328,1384.3437345812567
896.6951490999527,14911.271409981753,1384.3420423946345
897.6456920941532,14912.243508339781,1384.3403673008063
898.5959226067512,14913.21542431538,1384.338589650213
899.5459708384146,14914.186662870521,1384.3366752572665
900.496227391146,14915.15756271543,1384.334589936378
