DecisionScore,Anomaly
-10.820736407215719,1
-19.734282423840455,1
-13.674228190081081,1
-3.7583460840745886,1
-3.758316762482565,1
-3.6029325775586756,1
-10.99095558130206,1
-7.85603520690367,1
-10.793699816448324,1
-10.793672669768767,1
-10.791473960671652,1
-12.633523545221564,1
-12.633496146809037,1
-12.63346874844595,1
-12.633441350132102,1
-12.630537407870392,1
-12.630510014821041,1
-12.63048262182096,1
-12.630455228869977,1
-12.630427835968263,1
-10.788352920116466,1
-10.788325783636552,1
-1.536852949417792,1
4.104126258175967,0
4.104170647471705,0
4.104215036723829,0
-1.5366839268820058,1
-1.5366416713506794,1
-10.765034676267561,1
-13.40463891845421,1
-10.76498049244536,1
-10.764953400611972,1
-19.680068331082907,1
-3.7071772103569174,1
-13.628104315917312,1
-13.628078003136835,1
17.69572080225508,0
17.69368263697909,0
-6.012123134718763,1
3.503482685915671,0
24.02234738333776,0
24.022398287866963,0
24.022449192340645,0
24.022500096758435,0
24.022551001120533,0
18.50154915249591,0
18.50159801684798,0
18.50164688114728,0
18.501695745394287,0
18.501744609588485,0
18.50179347373019,0
24.02290733009623,0
24.022958234012748,0
24.023009137873572,0
24.02306004167869,0
24.023110945428016,0
18.502086657476198,0
18.502135521249826,0
18.502184384970917,0
18.50223324863927,0
18.50228211225516,0
18.502330975818467,0
24.02346727011495,0
24.023518173418836,0
24.023569076666945,0
24.023619979859504,0
24.023670882996342,0
24.02372178607726,0
24.027534226032486,0
23.75969067502305,0
23.75974152365484,0
23.759792372231075,0
23.759843220751947,0
24.02778874298741,0
22.68334577962338,0
22.68339610999334,0
24.029320784942797,0
5.503871036297156,0
5.503912389306834,0
5.5039537422672,0
22.700253691067246,0
14.207896756272234,0
14.222858628871208,0
14.178452712895677,0
14.178494163196703,0
14.178535613439763,0
14.178577063625013,0
14.1786185137519,0
14.223107238767142,0
14.223148673546618,0
23.866705409235138,0
7.36820409207526,0
7.368248807045134,0
7.368293521968269,0
7.368338236844792,0
3.5965798498917536,0
3.5966231634352255,0
3.596666476934004,0
5.583507826252685,0
17.807370632979328,0
17.807414743808323,0
17.807458854579906,0
17.80958315737567,0
17.80962726716183,0
-1.6754508518949933,1
-11.063196542055437,1
-16.062749247623856,1
-16.06271368763099,1
-16.062678127674175,1
-1.670345912864022,1
6.225111491782201,0
6.225156668799656,0
6.505848408763683,0
6.5058937469396625,0
6.5059390850706365,0
6.505984423156335,0
8.559495761366989,0
17.967611277126565,0
17.967656686073397,0
18.535870305385984,0
19.29303147005396,0
19.293076400891238,0
19.29312133167133,0
8.569211878963088,0
8.569254487784548,0
19.294963444375938,0
19.29500837275222,0
18.537925613335958,0
18.53797029260889,0
18.54181249752918,0
19.299006768992555,0
23.539677563891388,0
22.106084297346555,0
22.106130750732873,0
22.106177204061098,0
8.494502768460862,0
8.607411875242235,0
9.46107982515943,0
9.461122653426258,0
9.461165481642581,0
9.461208309808256,0
8.607624694293449,0
8.607667257953082,0
8.60770982156285,0
18.587752322796263,0
19.345202479871617,0
19.345247344160583,0
19.345292208392266,0
19.352066049687238,0
18.594667098489353,0
18.594711705508487,0
18.598057069811347,0
19.355564608147418,0
19.355609459196998,0
18.6268585557995,0
22.16953164456568,0
22.16957801823642,0
22.169624391848757,0
17.243725702870208,0
17.2437698148248,0
8.659387583546803,0
17.329557292159407,0
18.63069101773175,0
18.630735578765837,0
-12.206587400256907,1
-0.872440765249749,1
2.5752546717433233,0
2.5752897605392917,0
11.871630052185893,0
11.885886421952662,0
