anomaly_score,is_anomaly
0.13696833864031532,1
-0.06414515734170773,0
-0.07576940739442362,0
-0.04045038666728007,0
-0.07957435144148839,0
-0.07417715991287627,0
-0.07715275584152498,0
-0.07599218319461931,0
-0.07798256764709116,0
-0.07919252135167576,0
-0.06121247251595602,0
-0.07300550287114593,0
-0.07710060563312893,0
-0.07343741778694035,0
-0.025817780884549668,0
-0.07302370445575845,0
-0.07371774684026527,0
-0.07231302636737447,0
-0.07180296004664782,0
-0.07289973751141954,0
-0.04886234496599884,0
-0.06730584449562504,0
-0.05913293099129546,0
-0.06089253270264772,0
-0.06489346075994867,0
-0.06671364978609984,0
-0.06426892146784285,0
-0.06490280155262312,0
-0.07162014458961091,0
-0.07145549859322209,0
-0.05387814682419134,0
-0.06675137878031068,0
-0.05463636252852622,0
-0.04633593096489563,0
-0.0693292744226367,0
-0.06933103738469615,0
-0.06890311360481532,0
-0.06043149899605965,0
-0.04812403893486317,0
0.01595827870914046,1
0.013386681765318542,1
0.022709145137898346,1
-0.031458377351756606,0
-0.06299670742929653,0
0.031014263761972694,1
-0.07693976238096445,0
-0.07715275584152498,0
-0.07870610517030568,0
-0.06103720043545652,0
-0.07710060563312893,0
-0.060959708681723845,0
-0.017550324822571017,0
-0.07371774684026527,0
-0.07247738231704803,0
-0.07247738231704803,0
-0.04886234496599884,0
-0.06721060417264935,0
-0.06883166651558303,0
-0.066558834005148,0
-0.06546352238260023,0
-0.06426892146784285,0
-0.07178473489680581,0
-0.07162014458961091,0
-0.05239698596853537,0
-0.04943036267482015,0
-0.0693292744226367,0
-0.06799351746375731,0
-0.06945354970848444,0
-0.06043149899605965,0
-0.04728069939547863,0
-0.0077641257629421645,0
0.12987617410292107,1
-0.0775183434544911,0
-0.07772780810556451,0
-0.07900875780267275,0
-0.06180657872464074,0
-0.077171283078319,0
-0.06790164699032786,0
-0.07422615800146609,0
-0.07200414264291982,0
-0.07305802320874938,0
-0.04947121368811502,0
-0.07023155328707864,0
-0.06843939805113503,0
-0.06853558726445619,0
-0.06711946121295598,0
-0.07178473489680581,0
-0.0701237906824691,0
-0.05475673399034098,0
-0.04943036267482015,0
-0.06884026822688816,0
-0.06043149899605965,0
-0.04728069939547863,0
0.1253197172919588,1
-0.06605254717163972,0
-0.07178473489680581,0
-0.07050788716441092,0
-0.05329306054175498,0
-0.05204175874322825,0
-0.06884026822688816,0
-0.06043149899605965,0
-0.04728069939547863,0
0.11966767320576954,1
-0.07958260656391519,0
-0.07976513541695024,0
-0.06163151615262058,0
-0.07783826232788421,0
-0.06237031590793429,0
-0.07429690508347903,0
-0.07238440709745853,0
-0.07305802320874938,0
-0.04947121368811502,0
-0.06779754061739535,0
-0.06721220778635573,0
-0.06798411740496263,0
-0.06775896129662617,0
-0.06305927642051629,0
-0.07241816013952157,0
-0.07225378415200145,0
-0.054705258111922506,0
-0.04717541100264744,0
-0.0679612753164201,0
-0.07013280692352947,0
-0.0681974749696565,0
-0.061079707744972234,0
-0.04728069939547863,0
0.12654822230378804,1
-0.08071350959835288,0
-0.0803881690584014,0
-0.0622781623108124,0
-0.07779769427947719,0
-0.06006842415193264,0
-0.0749270591281111,0
-0.07301705148282472,0
-0.07301705148282472,0
-0.0495667958834185,0
-0.0689411448015283,0
-0.07012209077239906,0
-0.0702885444281039,0
-0.06742187735450933,0
-0.06272413459356191,0
-0.07241816013952157,0
-0.0707593787076109,0
-0.054705258111922506,0
-0.04692952978513487,0
-0.06632798232007059,0
-0.07119527070410431,0
-0.0694775275783675,0
-0.061079707744972234,0
-0.04728069939547863,0
0.12496282529579461,1
-0.08053190645612512,0
-0.07990296693130056,0
-0.0622781623108124,0
-0.07779769427947719,0
-0.06006842415193264,0
-0.0749270591281111,0
-0.07368979045141866,0
-0.07352584472050433,0
-0.05013369426641512,0
-0.06737210414166611,0
-0.06944064493052943,0
-0.0702885444281039,0
-0.06742187735450933,0
-0.07241816013952157,0
-0.0707593787076109,0
-0.0554123320795582,0
-0.05790454463647987,0
-0.0697055849111875,0
-0.061079707744972234,0
-0.045188090366515166,0
0.08580044630574257,1
-0.08032284948103185,0
-0.0803881690584014,0
-0.0622781623108124,0
-0.07779769427947719,0
-0.040194858897601216,0
-0.07485640416872597,0
-0.07247298033847216,0
-0.07368979045141866,0
-0.051734359937029684,0
-0.0686173895947857,0
-0.06907717939183211,0
-0.0702885444281039,0
-0.06742187735450933,0
-0.06272413459356191,0
-0.07241816013952157,0
-0.0707593787076109,0
-0.0554123320795582,0
-0.055689773533900255,0
-0.06757591664375939,0
-0.07013280692352947,0
-0.0681974749696565,0
-0.061079707744972234,0
-0.04705740229549704,0
0.05474901598863258,1
0.08513387357625124,1
-0.08053190645612512,0
-0.0800647556902711,0
-0.0622781623108124,0
-0.07830147458722714,0
-0.04933029469451533,0
-0.0749270591281111,0
-0.07352584472050433,0
-0.07352584472050433,0
-0.05013369426641512,0
-0.06923325610472914,0
-0.06763810987680507,0
-0.06037864576455426,0
-0.06511091405924663,0
-0.06878809580613005,0
-0.06775896129662617,0
-0.07044721881535826,0
-0.07241816013952157,0
-0.07225378415200145,0
-0.05616658676439701,0
-0.06985405793241373,0
-0.0645747148537345,0
-0.04841342496245371,0
-0.07089598451877671,0
-0.06252253662868312,0
-0.05681924541392269,0
-0.048763575417111626,0
0.01358684044388625,1
-0.03497345361481974,0
-0.014372401762160147,0
-0.0245879809896139,0
-0.04033333747522294,0
0.0025324856922195327,1
-0.040380513690414066,0
-0.04142660538290521,0
-0.04063718157505902,0
-0.03808992786868626,0
-0.038287170023145745,0
-0.021127520531195043,0
-0.03311993020967907,0
-0.026630023214803122,0
0.0500146713845806,1
-0.03191545518575101,0
-0.03210847479617407,0
-0.03225830436531696,0
-0.010307666862211073,0
-0.029663796530992936,0
-0.021550002331307994,0
-0.023616756388276317,0
-0.021368415083003245,0
-0.024259294571423506,0
-0.032156450079669274,0
-0.03165390376169963,0
-0.029648504374325313,0
-0.02874109117943413,0
-0.03846620506522558,0
-0.035285847217944366,0
-0.022043321374430103,0
-0.024909228052181875,0
-0.031447250995116915,0
-0.024728777399193436,0
-0.021680419323557132,0
0.0347933991527708,1
-0.02921479907118185,0
-0.023074784672321158,0
-0.030203539435553983,0
-0.020133646976946862,0
-0.015248458284085942,0
0.029358569089335984,1
0.0354553219759729,1
0.03909058446310398,1
-0.023559551673078216,0
-0.02806146918762653,0
-0.030689794061088183,0
-0.03188232972046279,0
-0.010530390651780075,0
-0.032156450079669274,0
-0.03211349725233936,0
-0.028237557965816285,0
-0.01600200154901399,0
0.0838376181223639,1
-0.02835812858590292,0
-0.02998861160815247,0
-0.014645249227992152,0
0.07716965714657087,1
-0.03493674067058572,0
-0.009463898280171135,0
-0.03999488908074467,0
-0.0033726679097261236,0
-0.040380513690414066,0
-0.03808992786868626,0
-0.038287170023145745,0
-0.021309189258695738,0
-0.03315677061580169,0
-0.02330700144214415,0
0.008168161137392937,1
-0.032591423070622016,0
-0.032262838470507815,0
-0.032262838470507815,0
-0.008576082478238711,0
-0.029879648318305585,0
-0.0341606925959369,0
-0.031616957911618004,0
-0.03244295728522917,0
-0.03745437340196256,0
-0.035285847217944366,0
-0.023794331793298373,0
0.022941660574754996,1
-0.028237557965816285,0
-0.014277340049060894,0
-0.030203539435553983,0
-0.020133646976946862,0
-0.010884792608465421,0
0.04019471842886313,1
-0.03236022454554832,0
-0.032156450079669274,0
-0.03165390376169963,0
-0.031935484166609185,0
-0.03745437340196256,0
-0.035285847217944366,0
-0.022043321374430103,0
0.020092654559890843,1
-0.029088321038022835,0
-0.01351242155721788,0
-0.030203539435553983,0
-0.020133646976946862,0
-0.010884792608465421,0
0.05425449048263875,1
-0.040380513690414066,0
-0.03849950029060312,0
-0.021506931057789003,0
-0.03333437061855815,0
-0.006824479396142058,0
-0.032591423070622016,0
-0.031135276962064085,0
-0.032323328252258476,0
-0.010307666862211073,0
-0.029879648318305585,0
-0.0341606925959369,0
-0.031616957911618004,0
-0.03745437340196256,0
-0.035285847217944366,0
-0.022043321374430103,0
-0.030203539435553983,0
-0.020171398461149792,0
-0.010884792608465421,0
0.007556104107556805,1
-0.040380513690414066,0
-0.03849950029060312,0
-0.021127520531195043,0
-0.03333437061855815,0
-0.019478925731273078,0
-0.03240936218892132,0
-0.030952711731515592,0
-0.032323328252258476,0
-0.008576082478238711,0
-0.029879648318305585,0
-0.0351789236076957,0
-0.03187875650941874,0
-0.027763130567730165,0
-0.03745437340196256,0
-0.03510890749804685,0
-0.022043321374430103,0
0.020092654559890843,1
-0.03210343013682038,0
-0.023310693067600696,0
-0.030203539435553983,0
-0.02025378097419095,0
-0.010884792608465421,0
0.05032666012888665,1
-0.040380513690414066,0
-0.041637653601757973,0
-0.040229561168802164,0
-0.03808992786868626,0
-0.03849950029060312,0
-0.021127520531195043,0
-0.03261940215914705,0
-0.02963574728818885,0
0.008168161137392937,1
-0.03240936218892132,0
-0.03236022454554832,0
-0.03236022454554832,0
-0.007962817381524712,0
-0.029879648318305585,0
-0.034959591153492675,0
-0.029081305007297775,0
-0.027844350714292587,0
-0.03745437340196256,0
-0.035285847217944366,0
-0.023794331793298373,0
0.008414040006224033,1
-0.03210343013682038,0
-0.023518458095948214,0
-0.030203539435553983,0
-0.020071755148890702,0
-0.014825805824846494,0
-0.010128520807157981,0
0.09188379541223934,1
-0.04020529775287962,0
-0.03849950029060312,0
-0.021506931057789003,0
-0.03315677061580169,0
-0.018948088124848494,0
-0.03240936218892132,0
-0.030952711731515592,0
-0.03244074083324633,0
-0.006804457942753528,0
-0.02019876181071656,0
-0.029940412180944675,0
-0.031978451527044816,0
-0.03165390376169963,0
-0.027725911733699315,0
-0.037101901786139146,0
-0.03475484843512855,0
-0.021680419323557132,0
0.008030783342611758,1
-0.03203361437831587,0
-0.023930384601727916,0
-0.029846160344718098,0
-0.01995158050426238,0
-0.010923192964122364,0
0.020115143980013017,1
0.012700537031066661,1
-0.04041684471611262,0
-0.03871174384892606,0
-0.020651660428707586,0
-0.03283404696824954,0
0.0028273860752434654,1
-0.03244625244633226,0
-0.032299739007576544,0
-0.032538093968815796,0
-0.008576082478238711,0
-0.029977475652368635,0
-0.033805991766711396,0
-0.02835812858590292,0
-0.031230248645526038,0
-0.022948648793218673,0
-0.026571715807569674,0
-0.025955401580297854,0
-0.033796792925402386,0
-0.0283861509665273,0
-0.032312133556744005,0
-0.014014358526748705,0
0.029064052655251138,1
-0.04041684471611262,0
-0.03871174384892606,0
-0.019919416786202238,0
-0.03283404696824954,0
0.012511885181762605,1
-0.03244625244633226,0
-0.032477628889227006,0
-0.032538093968815796,0
-0.007962817381524712,0
-0.029977475652368635,0
-0.033805991766711396,0
-0.03143877682161078,0
-0.028178844869738318,0
-0.037101901786139146,0
-0.03475484843512855,0
-0.021680419323557132,0
0.0033507092842330888,1
-0.02980987956654635,0
-0.022948648793218673,0
-0.029846160344718098,0
-0.01998934476169456,0
-0.010923192964122364,0
-0.03098970418308611,0
-0.032397118250306556,0
-0.03180039274854152,0
-0.02835812858590292,0
-0.031230248645526038,0
-0.022948648793218673,0
0.029586879614350137,1
0.03909058446310398,1
0.03706899220319915,1
0.06793221845637532,1
-0.028178844869738318,0
-0.02921479907118185,0
-0.022712580731539256,0
0.05767488374479568,1
-0.04041684471611262,0
-0.03871174384892606,0
-0.01885272710017427,0
-0.03283404696824954,0
-0.003892355148153004,0
-0.03244625244633226,0
-0.032477628889227006,0
-0.03236022454554832,0
-0.006804457942753528,0
-0.029977475652368635,0
-0.03180039274854152,0
-0.03147573517233493,0
-0.02946965725730566,0
-0.037101901786139146,0
-0.03493190791052703,0
-0.021680419323557132,0
-0.0004874017902227745,0
-0.028856750785787866,0
-0.019398807347363434,0
-0.029846160344718098,0
-0.01995158050426238,0
-0.010699596782343446,0
-0.0021126313553331277,0
0.09506977376924686,1
-0.006719171153676706,0
-0.0007225406821508296,0
-0.039127577029666294,0
-0.03971177459044817,0
-0.03310316747015196,0
0.02371764399819054,1
-0.03331211224545694,0
-0.03348965970609086,0
-0.03180039274854152,0
-0.02889561597525203,0
-0.029035805209805865,0
-0.018907230218493387,0
0.05738742640063188,1
-0.029007806043785056,0
