index,lof_score,is_anomaly
633,3.86185485243443,1
634,1.1533560120317556,0
635,1.1831784188458585,0
636,1.2856896267101987,0
637,1.1406470934557442,0
638,1.0436598152074072,0
639,1.0275822454623447,0
640,1.0111209935496641,0
641,1.0208654344871118,0
642,1.0111333898934847,0
643,1.0037551927583366,0
644,1.1040800774140684,0
645,0.9964424569683301,0
646,1.258958521568998,0
647,1.4433030845500836,0
648,2.788777928572586,0
649,2.537410404537561,0
650,1.0167714433019104,0
651,0.9941143091675322,0
652,2.585763150261176,0
654,1.0035041184814235,0
655,0.9837729438696876,0
657,0.9745735640482343,0
658,2.539546402410717,0
659,1.1741563210769765,0
660,0.9735153202624006,0
662,1.3275687878683553,0
663,2.567391041253846,0
665,0.9896617283738374,0
666,1.0072429180360876,0
667,0.9970930658854263,0
668,4.169612875842319,1
669,1.0033032584817219,0
670,1.0429063753039736,0
671,0.9907044973940522,0
672,1.1190149032473746,0
673,0.9702837185305182,0
674,1.0860782683578873,0
675,1.0033426601801827,0
686,1.1720505142113455,0
687,1.1922528555834107,0
689,1.1599169545419556,0
695,2.251765568626178,0
697,2.246741513663533,0
698,1.3320623868410826,0
699,1.1400035901349383,0
700,1.0472668124336761,0
701,1.012165191119702,0
702,1.0043914383331265,0
703,0.9964158770488599,0
704,1.1064283455854729,0
705,1.6455056110893103,0
706,2.5371069680944105,0
707,1.0166849159647913,0
708,0.9955261506672518,0
709,1.0035041804920608,0
710,0.9850156571912311,0
711,0.9871604413139922,0
712,1.1073270601879088,0
713,0.969172881599687,0
714,1.326978161924423,0
715,0.9894921816523747,0
716,1.0132524136820071,0
717,0.9992106096708827,0
718,1.012206200810235,0
719,1.0030534054784246,0
720,1.1410225501945406,0
721,0.9754983025578707,0
722,1.0947026035964853,0
723,1.0060109181758379,0
724,2.2717862250812826,0
725,1.2871250659875164,0
726,1.1322917563532013,0
727,1.027581781986563,0
728,1.0109273613913867,0
729,1.0041175377398428,0
730,0.9962044731580959,0
731,1.1562564530948922,0
732,2.5259319804162574,0
733,1.039432785903295,0
734,0.9956248945481346,0
735,1.0034768619929233,0
736,0.9877135264782191,0
737,0.986368052806324,0
738,1.0667872773411333,0
739,0.9705678015229126,0
740,0.9896267009982412,0
741,1.0082232666060407,0
742,0.9972748075055844,0
743,1.0171241296877533,0
744,0.9754983025578707,0
745,1.0967229484601149,0
746,1.0060250136103235,0
747,2.3619424144091257,0
748,0.9687342561395488,0
749,0.9890164509767666,0
750,1.009247960223791,0
751,0.9977543361316465,0
752,1.0000147462411202,0
753,0.9754983025578707,0
754,1.096595149548829,0
755,1.0065893676734188,0
756,1.4522749789544938,0
757,0.9892628178707996,0
758,1.0112014224854113,0
759,1.0045752164244852,0
760,0.9963449737916078,0
761,1.131173301407591,0
762,2.536006365979247,0
763,1.0158052531217872,0
764,0.9956329074671486,0
765,1.003504243182878,0
766,0.9850157149246728,0
767,1.000704230394347,0
768,1.0891651931451944,0
769,0.96837732549141,0
770,1.3285486917330547,0
771,0.9905672501435688,0
772,1.0072583235796884,0
773,0.9970931884554846,0
774,1.0429055607962407,0
775,0.9995082495078408,0
776,1.0874588253993347,0
777,0.9757327521660063,0
778,1.095579799843773,0
779,1.006596486684747,0
780,1.233595476826561,0
781,0.9960770644649993,0
782,1.0112769052650348,0
783,1.0039113552895629,0
784,0.9961731009881427,0
785,1.0577310154666373,0
786,2.536005347830788,0
787,1.017768690232885,0
788,0.9951189760347663,0
790,1.0036112287775707,0
791,0.98641470660104,0
792,0.9876887511100404,0
793,1.0339036014773313,0
