row_id,category,mincodeinsubsection,maxcodeinsubsection
1.0,1.0,99201.0,99216.0
2.0,1.0,99217.0,99220.0
3.0,1.0,99221.0,99239.0
4.0,1.0,99241.0,99255.0
5.0,1.0,99261.0,99263.0
6.0,1.0,99271.0,99275.0
7.0,1.0,99281.0,99288.0
8.0,1.0,99291.0,99292.0
9.0,1.0,99304.0,99318.0
10.0,1.0,99324.0,99337.0
11.0,1.0,99339.0,99340.0
12.0,1.0,99341.0,99350.0
13.0,1.0,99354.0,99360.0
14.0,1.0,99361.0,99362.0
15.0,1.0,99363.0,99368.0
16.0,1.0,99371.0,99373.0
17.0,1.0,99374.0,99380.0
18.0,1.0,99381.0,99429.0
19.0,1.0,99441.0,99444.0
20.0,1.0,99450.0,99456.0
21.0,1.0,99460.0,99465.0
22.0,1.0,99466.0,99480.0
23.0,1.0,99487.0,99489.0
24.0,1.0,99495.0,99496.0
25.0,1.0,99499.0,99499.0
26.0,1.0,100.0,222.0
27.0,1.0,300.0,352.0
28.0,1.0,400.0,474.0
29.0,1.0,500.0,580.0
30.0,1.0,600.0,670.0
31.0,1.0,700.0,797.0
32.0,1.0,800.0,882.0
33.0,1.0,902.0,952.0
34.0,1.0,1112.0,1190.0
35.0,1.0,1200.0,1274.0
36.0,1.0,1320.0,1444.0
37.0,1.0,1462.0,1522.0
38.0,1.0,1610.0,1682.0
39.0,1.0,1710.0,1782.0
40.0,1.0,1810.0,1860.0
41.0,1.0,1916.0,1936.0
42.0,1.0,1951.0,1953.0
43.0,1.0,1958.0,1969.0
44.0,1.0,1990.0,1999.0
45.0,1.0,99100.0,99140.0
46.0,1.0,99141.0,99142.0
47.0,1.0,99143.0,99150.0
48.0,1.0,10000.0,10022.0
49.0,1.0,10040.0,19499.0
50.0,1.0,20000.0,29999.0
51.0,1.0,30000.0,32999.0
52.0,1.0,33010.0,37799.0
53.0,1.0,38100.0,38999.0
54.0,1.0,39000.0,39599.0
55.0,1.0,40490.0,49999.0
56.0,1.0,50010.0,53899.0
57.0,1.0,54000.0,55899.0
58.0,1.0,55920.0,55980.0
59.0,1.0,56340.0,56340.0
60.0,1.0,56405.0,58999.0
61.0,1.0,59000.0,59899.0
62.0,1.0,60000.0,60699.0
63.0,1.0,61000.0,64999.0
64.0,1.0,65091.0,68899.0
65.0,1.0,69000.0,69979.0
66.0,1.0,69990.0,69990.0
67.0,1.0,70000.0,76499.0
68.0,1.0,76506.0,76999.0
69.0,1.0,77001.0,77032.0
70.0,1.0,77051.0,77059.0
71.0,1.0,77071.0,77084.0
72.0,1.0,77261.0,77799.0
73.0,1.0,78000.0,79999.0
74.0,1.0,80000.0,80076.0
75.0,1.0,80100.0,80103.0
76.0,1.0,80150.0,80299.0
77.0,1.0,80400.0,80440.0
78.0,1.0,80500.0,80502.0
79.0,1.0,81000.0,81099.0
80.0,1.0,82000.0,84999.0
81.0,1.0,85002.0,85999.0
82.0,1.0,86000.0,86849.0
83.0,1.0,86850.0,86999.0
84.0,1.0,87001.0,87999.0
85.0,1.0,88000.0,88099.0
86.0,1.0,88104.0,88199.0
87.0,1.0,88230.0,88299.0
88.0,1.0,88300.0,88399.0
89.0,1.0,88720.0,88741.0
90.0,1.0,89049.0,89240.0
91.0,1.0,89250.0,89398.0
92.0,1.0,90281.0,90399.0
93.0,1.0,90465.0,90474.0
94.0,1.0,90476.0,90749.0
95.0,1.0,90801.0,90899.0
96.0,1.0,90901.0,90911.0
97.0,1.0,90918.0,90925.0
98.0,1.0,90935.0,90999.0
99.0,1.0,91000.0,91299.0
100.0,1.0,92002.0,92499.0
101.0,1.0,92502.0,92700.0
102.0,1.0,92950.0,93799.0
103.0,1.0,93875.0,93990.0
104.0,1.0,94002.0,94799.0
105.0,1.0,95004.0,95199.0
106.0,1.0,95250.0,95251.0
107.0,1.0,95803.0,96020.0
108.0,1.0,96101.0,96125.0
109.0,1.0,96150.0,96155.0
110.0,1.0,96360.0,96549.0
111.0,1.0,96567.0,96571.0
112.0,1.0,96900.0,96999.0
113.0,1.0,97001.0,97799.0
114.0,1.0,97802.0,97804.0
115.0,1.0,97810.0,97814.0
116.0,1.0,98925.0,98929.0
117.0,1.0,98940.0,98943.0
118.0,1.0,98960.0,98962.0
119.0,1.0,98966.0,98969.0
120.0,1.0,99000.0,99091.0
121.0,1.0,99170.0,99199.0
122.0,1.0,99500.0,99602.0
123.0,1.0,99605.0,99607.0
124.0,2.0,1.0,15.0
125.0,2.0,500.0,575.0
126.0,2.0,1000.0,1220.0
127.0,2.0,2000.0,2050.0
128.0,2.0,3006.0,3573.0
129.0,2.0,4000.0,4306.0
130.0,2.0,5005.0,5100.0
131.0,2.0,6005.0,6045.0
132.0,2.0,7010.0,7025.0
132.0,2.0,7010.0,7025.0
132.0,2.0,7010.0,7025.0
