row_id,category,mincodeinsubsection,maxcodeinsubsection
38.60688319007877,1.0225436218420718,82702.97752743852,83815.38498402419
27.76323887887451,1.0105427792283264,90032.49365371367,91251.3939733186
21.784167780798278,1.0061689752845826,94881.05185974517,96061.0928415792
18.80804846324338,1.0044221578607677,97888.86395357916,98940.24012021035
17.45383310150641,1.0031830537784272,99665.1681160974,100561.26905884538
16.950506388871922,1.0019911519236884,100620.07907892083,101366.07198493491
16.89238464659175,1.0008630222134254,101011.13929876461,101616.094685332
17.067097317695797,0.9998703546676928,100998.47958946657,101465.69181974293
17.362396044035513,0.999049338904982,100682.89238920665,101010.26463814563
17.718261744238063,0.9984008968591702,100129.04368172691,100312.22921341029
17.72992388242131,0.9984221472285731,100120.74751077798,100304.98563268202
17.74204898318952,0.9984442320365653,100111.88851907224,100297.20364649073
17.75464995784982,0.9984671627362252,100102.50983953693,100288.91640702865
17.76776277361501,0.9984909691873651,100092.55915460533,100280.07308863522
17.78138420265828,0.9985156763413351,100082.1150568888,100270.74808159543
17.795539145357715,0.9985413345098735,100071.23195665673,100260.99798721304
17.814373745221864,0.9986034486459091,100005.89138494972,100204.39206292771
17.835726511098372,0.9987395611232588,99814.45489763851,100040.34542831194
17.867983336981197,0.9989930766558669,99386.65543332629,99672.56655923655
17.936152502583674,0.9994075312590437,98546.0445574811,98941.3314280009
18.07919549114441,1.000017082921858,97010.19472194379,97584.904632247
18.355584615478094,1.000836486890989,94294.32193619257,95144.99292367946
18.86772613880416,1.0018622548859033,89482.24579641933,90737.92923949347
19.86422428302852,1.0031238299086027,80771.16864783913,82566.54110937647
21.89729588551657,1.0037120682100813,65214.119706028076,67383.14230615822
25.29874701480326,1.0007128022311165,42303.83076499486,44213.597694033626
29.51673595310772,0.9946822376482887,20657.923994867335,21827.54837018549
33.52628959052244,0.9911883753752395,7203.549290787203,8001.73941843988
36.306242499953896,0.9931045879230315,1266.593439313663,2178.302035624947
37.76633841932893,0.9977903414158178,-159.56087517808191,735.0579654030589
38.244131023895775,1.0020996493922003,539.5073816152435,1149.1304632681931
38.13859676596019,1.0045193090096605,1686.6993147844769,2130.0966689221314
37.69190427249096,1.0048225145421736,2425.7407503104914,2972.136938189513
36.96650784176329,1.003286563840215,2562.2930873247024,3147.2920984781813
36.525168007343964,1.0009313838285754,2422.884908734348,2995.7440713507604
36.67619110595963,1.0010294213639497,2645.2596797870065,3241.911689401655
36.953863752559464,1.0013157585567685,3090.191519547079,3732.420205058879
37.41469412735796,1.001828024087977,3947.3388156243673,4675.359113556617
38.03138104082737,1.0024893097162015,5356.919622542249,6234.8735819843205
38.86163745953061,1.0033441666903686,7536.129039724183,8644.898878058004
40.0219910430439,1.0046433716211292,10909.304852483489,12329.33487213176
41.55523136189624,1.0065377149242312,16074.690879444614,17831.114669466733
43.21097047404307,1.0086710708900315,23359.169079612788,25375.890225754207
44.379650582593314,1.010054280471521,32356.967464521418,34469.0082937946
44.45663044725087,1.0098282065154163,42193.83825456211,44237.837202373434
43.576905853836195,1.0090054435219253,48753.998170704,50489.317728734924
42.60385579619155,1.0073566775407947,49206.65166913331,50621.11318592698
42.349071784621444,1.005077095620137,44755.556487036665,45977.6299999147
43.1546202267821,1.0037256544246587,39025.71448866066,40226.69345812542
44.75500925685397,1.0053506851273526,34689.91904902654,36105.947007012204
46.79305413346486,1.0095372255082335,32628.958319353056,34457.79651405964
48.99165895349415,1.0145245856019425,32741.968158251264,35075.815176210046
50.70413668963222,1.0178355311645242,35166.09557907724,37782.70322132617
52.066497818106036,1.0175547577137098,39962.530394054585,42564.44183486194
53.57814386047045,1.0148532676898896,46471.13567891176,49034.23081755836
54.633993439191,1.0118268435981184,51083.07274012729,53553.131472880355
56.108691182356246,1.0107487804369388,53354.767669451,55926.55726856367
57.46836263769973,1.0096150925359084,55505.18749262359,58103.804764705266
58.870368367075905,1.008685230985658,57370.41437005431,60022.686744173
60.31671483949169,1.0080229538480514,59092.412731176824,61805.96918234472
61.77283373042593,1.0076128146013037,60806.47429943589,63564.91652528097
63.1782905830356,1.0074159173631216,62587.59452649453,65350.06908063665
64.4539941881055,1.007367773119799,64452.43079515896,67155.6961324547
65.54121740742403,1.007393203044841,66360.31659540966,68930.69115789504
66.43635652368728,1.0074314497829964,68220.96578747974,70596.46630054334
67.10783968755865,1.0073843825381077,69972.79753619859,72093.4418440437
67.5129872403342,1.007272882726829,71557.361580594,73375.13259595912
67.66710393713682,1.0071578615028962,72916.03033220794,74417.94063527933
67.67079090066993,1.0071154519796812,74027.09404995036,75251.68494386332
67.68738292464363,1.0071872676914309,74941.07717408634,75964.36021881038
67.86369471321986,1.0073370760056823,75733.28787726774,76632.53658834868
68.31402066611122,1.0074821717870979,76469.17715033269,77297.11617605809
69.13683790953532,1.0075429062361918,77214.3452054458,77987.60506832496
70.2946582110081,1.0074913673821577,77985.05463850795,78699.2204549807
71.65965882278769,1.0073521854797232,78760.1947881662,79412.9086044831
73.16335884901761,1.0071478613290594,79537.18308493466,80127.8789467852
74.81373169913022,1.0069001913659992,80331.9251735825,80854.81590207665
76.44749530538961,1.00662753119431,81118.90130075492,81583.6790921457
77.92901243786098,1.0063255310983272,81876.57767224537,82305.261506344
79.25422361442105,1.0059926260966576,82601.32001921536,83013.97405470636
80.44634846644469,1.0056425140713956,83286.99928059132,83698.8910684249
81.54166451037678,1.0052936181176657,83926.78057319381,84346.3381345601
82.56869149799712,1.0049530129657804,84517.90600555777,84947.53581333277
83.51983979983243,1.0046073218288865,85058.0326807836,85497.89778195738
84.414569637746,1.004253983716785,85551.70769298801,85999.43523492363
85.29454358078002,1.003908255766424,86007.05020535254,86457.3684296193
86.19002077587442,1.0035846191686717,86432.84805769214,86879.60791805421
87.12145642249975,1.0032979514727254,86837.67778498285,87275.00227445716
