row_id,cgid,label
2240.7622137755343,16195.428322353067,1384.696068347395
2252.3273531793293,16197.013746772422,1388.8391907252276
2254.995577161465,16198.864450780322,1387.2622665114775
2254.645673717228,16199.045943011512,1385.6813397350936
2254.5300229741933,16198.814147968837,1384.8049152606427
2254.83367263125,16198.559459588612,1384.6082113853834
2255.41161169481,16198.455814878802,1384.7542082658363
2256.1472291919135,16198.560675471486,1385.0351039196726
2256.9714012264412,16198.86725889077,1385.3474747330513
2257.8378620761514,16199.336035295571,1385.6458807335969
2258.83613663511,16200.351566726848,1385.6538117900895
2259.8342158930673,16201.367436868353,1385.6618795889358
2260.832451391826,16202.38304646353,1385.6699132021938
2261.830738970851,16203.398773304554,1385.677861351481
2262.8289614495425,16204.41456528216,1385.6856727584145
2263.827249028568,16205.430409369033,1385.6935696293192
2264.8255886878605,16206.446136210057,1385.7014494074297
2265.8238762668857,16207.46205846083,1385.7092608143632
2266.822281026512,16208.477993738918,1385.7170551285026
2267.8203863246026,16209.49379874384,1385.7249007210248
2268.8187520240285,16210.509681912663,1385.7324899216344
2269.817260944189,16211.5257344366,1385.7404038853333
2270.815561543281,16212.541695769321,1385.7480785499135
2271.813940262774,16213.55763104741,1385.7556848433173
2272.8122408618656,16214.573579352815,1385.7632398583387
2273.8106195813584,16215.589618849435,1385.7708290589483
2274.809167561719,16216.605684400689,1385.778537909117
2275.807637421679,16217.62172389731,1385.7860245529614
2276.806107281639,16218.63784155783,1385.793613753571
2277.8046292218664,16219.653998300297,1385.8010833046217
2278.8029688811584,16220.670076878867,1385.8083990205243
2279.80159498192,16221.686285730602,1385.8159027571633
2280.8000908820136,16222.702468527705,1385.823389401008
2281.7985347018403,16223.718794625289,1385.8307051169106
2282.797225902935,16224.734977422391,1385.838055018402
2283.7958650237633,16225.751290492657,1385.8454220126873
2284.794517164658,16226.767564480975,1385.8526864502078
2285.792934944351,16227.78389057856,1385.8598654237574
2286.7915480250454,16228.799982184446,1385.8670614901014
2287.790304326474,16229.816555801042,1385.8742917420334
2288.7889304272358,16230.832777680094,1385.881487808377
2289.787647668464,16231.849312214741,1385.888683874721
2290.786338869559,16232.865664366958,1385.895691920329
2291.785017050587,16233.882094683075,1385.902802522702
2292.7837733520164,16234.898603163088,1385.9097592899273
2293.782451533045,16235.915215861636,1385.9167844283293
2294.7811948144063,16236.931594068486,1385.9237411955548
2295.779990176036,16237.948271903615,1385.9306808699862
2296.7788245978654,16238.964650110465,1385.9376205444173
2297.777711099962,16239.98138005486,1385.944594404437
2298.7765194816575,16240.997914589509,1385.951397336515
2299.7753669235535,16242.014592424637,1385.958080619034
2300.774318525984,16243.031153013919,1385.9649690150825
2301.7731269076803,16244.047909012947,1385.9716693903956
2302.772156630511,16245.064847394407,1385.9783868585027
2303.7711082329415,16246.08143403832,1385.9851726977868
2304.770098895572,16247.098190037348,1385.9918730730994
2305.769115598336,16248.115024200277,1385.9984879844415
2306.7681323011,16249.131767171988,1386.0050687101952
2307.767057863397,16250.148705553449,1386.0115468791842
2308.7661136263614,16251.165474579793,1386.0181446977322
2309.7650261685917,16252.182452043202,1386.0247083306917
2310.76414703189,16253.199338315397,1386.031135221298
2311.7632158149213,16254.216211560273,1386.0375792046987
2312.7622715778853,16255.233267187581,1386.0438522601573
2313.761613782319,16256.250179514409,1386.0504329859114
2314.7608388061512,16257.267248169033,1386.0566547629876
2315.7599596694495,16258.284264714392,1386.0630303752116
2316.7592237534823,16259.301216123167,1386.0693376162585
2317.7584097171143,16260.31833688706,1386.0754397437759
2318.75766078108,16261.335509760216,1386.081746984823
2319.7568988249795,16262.352669606056,1386.087866205134
2320.7562280093457,16263.369803397263,1386.094019611034
2321.755479073312,16264.387054434319,1386.1002584809044
2322.754873358012,16265.404123088943,1386.106309330039
2323.754137442045,16266.421374126,1386.1123259935853
2324.7535577668787,16267.438625163057,1386.118359749926
2325.753017151913,16268.456006473276,1386.124359320678
2326.7523202961456,16269.473205401067,1386.130239241871
2327.751714580846,16270.490547629339,1386.136204627035
2328.7512130260807,16271.508007103457,1386.1421016410222
2329.750815631849,16272.525258140515,1386.1479131910385
2330.75028803695,16273.542769723901,1386.1537931122316
2331.749864602585,16274.560164061437,1386.1595704766594
2332.749389087953,16275.57772775409,1386.165296562705
2333.7489396134542,16276.595004845778,1386.1710397415445
2334.7485161790896,16277.612503401848,1386.1766974564136
2335.7481969052587,16278.6301452584,1386.1823380784883
2336.747656290293,16279.647669869102,1386.1879616077688
2337.7474021167955,16280.665129343222,1386.1934996730783
2338.747226063699,16281.682849363673,1386.1990719239764
2339.7468937698013,16282.700373974376,1386.2045416181095
2340.7466916765716,16283.717976748978,1386.2099771266542
2341.7463463626073,16284.73568374211,1386.215515191964
2342.7461963496444,16285.753377707928,1386.2208823293322
2343.7459812363477,16286.771110755695,1386.2263007450827
2344.745740082917,16287.78873958493,1386.2316507896564
2345.745655170288,16288.806550796595,1386.236949555848
2346.745635357993,16289.82440109021,1386.242145765274
2347.745498365097,16290.842173219928,1386.2474103458771
2348.7455306330685,16291.859984431594,1386.2525723697152
2349.7454587405064,16292.87797802569,1386.2578198575243
2350.74532174761,16293.89569804614,1386.2628622318032
2351.745340995515,16294.913665585605,1386.2679729772588
2352.7451649424183,16295.93155496117,1386.2731179083025
2353.745470631792,16296.949665801116,1386.278126096993
2354.74539873923,16297.967477012782,1386.28299754333
2355.7455091276024,16298.985366388346,1386.288022824815
2356.7457366965755,16300.003516310242,1386.2929284567408
2357.745755944481,16301.021444767755,1386.297919552637
2358.7460095535876,16302.039594689651,1386.3026029782384
2359.746289202828,16303.057627365697,1386.3074744245757
2360.7464126112673,16304.075764260277,1386.3123116853244
2361.7466271601734,16305.094005373387,1386.3170292965144
2362.7468286890135,16306.111998967484,1386.3217810932922
2363.7471213583203,16307.130200998645,1386.326396147717
2356.502678090218,16298.607561182218,1386.2808096656772
2336.40888717315,16275.168370387373,1385.6857411295912
2300.0491528874754,16233.209377085777,1384.5795809551557
