ReconstructionError,Anomaly
0.5480120837287644,1
0.014554828391793041,0
0.0047155533590458,0
0.3529765319122569,0
0.06811226636383402,0
0.01963022243435454,0
0.03125209407611865,0
0.06784301612716694,0
0.06135069594710327,0
0.3608265374950129,0
0.16492508432582634,0
0.05172181038581413,0
0.04251394895127916,0
0.08478731010818652,0
0.030989977941881717,0
0.028895832316684546,0
0.03203052964733434,0
0.043336523965008845,0
0.1635739088188572,0
0.09319954026371383,0
0.05464413957721406,0
0.030194815983870846,0
0.016629148142526234,0
0.1188028290254757,0
0.17913948641284877,0
0.12386156311492355,0
0.1775680303959818,0
0.12750335002490243,0
0.19077049609347763,0
0.21441703492450945,0
0.13614256248795234,0
0.15528121996668337,0
0.16222432706801743,0
0.12756870137637616,0
0.10302096847107567,0
0.21407242161512394,0
0.3336187534969443,0
0.3299079961615451,0
0.11939992074062825,0
0.1851768892409916,0
0.5470333136439838,1
0.1079782537310216,0
0.05944373732868417,0
0.08900482065164511,0
0.09843724891860414,0
0.46399803602642986,0
0.1316506097110478,0
0.3361096356639403,0
0.37693544142282487,0
0.23907538126323663,0
0.5089237102018332,1
0.3070119260511153,0
0.1418543815243548,0
0.056438787819693616,0
0.021399956997172485,0
0.03509826494969903,0
0.4048653643929682,0
0.507238832709819,1
0.2757698677616634,0
0.20667920807099546,0
0.2848904405817811,0
0.07799185915178454,0
0.039163999534004186,0
0.028189104476387308,0
0.03158992705520785,0
0.020419161452882657,0
0.022748942578733847,0
0.027689107235234864,0
0.0980205073678875,0
0.2556509375791866,0
0.10961089951204606,0
0.2599697502851352,0
0.37554593782770374,0
0.4559598459555634,0
0.4879323717304646,1
0.14221245589008308,0
0.1695968613899028,0
0.0476305466031089,0
0.12878429150308246,0
0.012223171767767351,0
0.08967788056211827,0
0.015590746708646217,0
0.13172920852834247,0
0.07392310436601696,0
0.08633471310563254,0
0.2160301365065364,0
0.4621355299326713,0
0.2720046008555372,0
0.45837510072998555,0
2.487423414523084,1
1.0050351324111366,1
0.11046529898471871,0
0.03228592890185168,0
0.01632315908485525,0
0.008358215713907415,0
0.022578452317807793,0
0.046119224188391955,0
