Index,LOF_Score,Anomaly_Label
0,1.079765813957651,Normal
1,1.6216972039206208,Normal
2,1.12539685511809,Normal
3,1.0109604988149063,Normal
4,1.0642709364043201,Normal
5,1.1179252027473234,Normal
6,1.5330479526036789,Normal
7,1.0728360963618404,Normal
8,1.2834731913983863,Normal
9,0.9529463061081399,Normal
10,1.0877808829768507,Normal
11,0.9896011118304935,Normal
12,1.2000388419316903,Normal
13,1.0059795535615375,Normal
14,1.5497071666441493,Normal
15,0.9667269351766745,Normal
16,1.2830498228495544,Normal
17,1.427665717686827,Normal
18,1.1715646074851225,Normal
19,0.9417304363883421,Normal
20,0.9842543352877714,Normal
21,1.5515156075148142,Normal
22,2.323492152279596,Anomaly
23,2.164302043417939,Anomaly
24,1.0702513456980847,Normal
25,2.46303392293155,Anomaly
26,1.6828631167249224,Normal
27,1.2193337945793155,Normal
28,1.5537699109526906,Normal
29,1.2735709214040667,Normal
30,1.2745126603102004,Normal
31,1.0893941579353288,Normal
32,0.9657229983985307,Normal
33,1.135913626284045,Normal
34,1.0187785169501693,Normal
35,0.9968971701770999,Normal
36,1.3142765892344583,Normal
37,1.2912394673606908,Normal
38,1.088640545376093,Normal
39,0.9752081323318992,Normal
40,1.1221301098423582,Normal
41,1.2060735387603345,Normal
42,0.9714867887152685,Normal
43,1.4212372907142699,Normal
44,1.4159351944080094,Normal
45,1.2583857563966858,Normal
46,0.9853767502108617,Normal
47,1.1342587121746655,Normal
48,1.5136002117883527,Normal
49,0.9759151705955087,Normal
50,1.1241720456062059,Normal
51,1.160160150780623,Normal
52,1.2277936545407344,Normal
53,1.1811378263290961,Normal
54,1.7070623796431015,Normal
55,3.4060060762468467,Anomaly
56,2.0780631931380937,Normal
57,1.0675985962284995,Normal
58,1.0505078052773458,Normal
59,1.1245624950967734,Normal
60,1.275643848554607,Normal
61,0.9858582905797706,Normal
62,1.2819423442056468,Normal
63,1.0114474179273674,Normal
64,1.0374977328534778,Normal
65,0.9892978367517868,Normal
66,1.0203284735198657,Normal
67,1.0214253658614971,Normal
68,1.93962750622949,Normal
69,1.5741838809734578,Normal
70,0.9623926018696535,Normal
71,0.9379570827938302,Normal
72,1.6174524331673599,Normal
73,1.132492041693862,Normal
74,1.2510640860546665,Normal
75,1.1350934035773996,Normal
76,1.0378953195752272,Normal
77,1.3894649641104595,Normal
78,1.115435351899924,Normal
79,1.581308307985498,Normal
80,1.1091861409902082,Normal
81,1.1858108560345626,Normal
82,1.3934494568923779,Normal
83,1.4015597365264962,Normal
84,0.9960116582617268,Normal
85,1.326457651371984,Normal
86,1.0813612417723792,Normal
87,1.088892322385314,Normal
88,1.180787628094739,Normal
89,1.1564493786252774,Normal
90,1.0914100924775263,Normal
91,1.0815177555551156,Normal
92,0.9341908067492438,Normal
93,0.9724716509375592,Normal
94,1.0739249670486841,Normal
95,0.9703993366781567,Normal
96,0.996314848913722,Normal
97,1.3364636847282172,Normal
98,1.6194165814144017,Normal
99,1.037204266035467,Normal
100,2.0019404500757596,Normal
101,1.3888131136310542,Normal
102,1.0056961112807556,Normal
103,1.0505078052773458,Normal
104,1.2859360863827927,Normal
105,1.6840183202244259,Normal
106,0.9374425345763967,Normal
107,0.9406540328536345,Normal
108,0.9692298127891867,Normal
109,0.9558414327382951,Normal
110,1.4500491890615779,Normal
111,2.7558052147316388,Anomaly
112,0.987166131161153,Normal
113,1.1683312795605283,Normal
114,0.936483422801367,Normal
115,0.9402112940321101,Normal
116,1.0921648346677015,Normal
117,0.9683475403817188,Normal
118,1.0040063329419335,Normal
119,1.2796573060591068,Normal
120,1.1045654412093322,Normal
121,1.5513402728029795,Normal
122,1.1167990647728694,Normal
123,1.0895859608605252,Normal
124,0.9439710092694723,Normal
125,0.9719176659375208,Normal
126,1.0483785794904983,Normal
127,2.2133519860482624,Anomaly
128,1.084226680029062,Normal
129,0.9726357946412738,Normal
130,1.0000445532372169,Normal
131,1.2752021992926132,Normal
132,1.268010683028741,Normal
133,2.944760287227859,Anomaly
134,1.084887294949506,Normal
135,1.2833339058099589,Normal
