Index,LOF_Score,Predicted_Label,True_Label
0,3.918021110070236,0,0
1,4.423479238386532,0,0
2,4.845904714531623,0,0
3,3.213798178132587,0,0
4,3.4392398426056707,0,0
5,5.298945617396382,0,0
6,3.892513883149744,0,1
7,4.42348007909497,0,0
8,4.845905611391888,0,0
9,3.2137986093938062,0,0
10,3.439240202233619,0,0
11,5.298943667444602,0,0
12,3.891439179031625,0,1
13,4.423294324462588,0,0
14,4.8461401394696235,0,0
15,3.2139270376291464,0,0
16,3.4393237789539,0,0
17,5.298661295134416,0,0
18,1.268718499264493,0,1
19,1.4717450120893374,0,0
20,1.6407786206289903,0,0
21,1.632694931416621,0,0
22,1.4821858803773946,0,0
23,1.5277229463792934,0,0
24,1.584429392790949,0,1
25,1.442347838092762,0,0
26,1.494959295669645,0,0
27,1.2770191439450633,0,0
28,1.5023573586920085,0,0
29,1.4625396716884007,0,0
30,1.5844393841347877,0,1
31,1.4423472713573648,0,0
32,1.4949587200860694,0,0
33,1.277149791282296,0,0
34,1.502358004882789,0,0
35,1.46254041691669,0,0
36,1.5844391380287257,0,1
37,1.442346704629775,0,0
38,1.4949581445110116,0,0
39,1.2770191021628146,0,0
40,1.5023586510810607,0,0
41,1.462541162150942,0,0
42,3.892421319783714,0,1
43,4.423298488604672,0,0
44,4.846144675873096,0,0
45,3.213928783722378,0,0
46,3.439325599040898,0,0
47,5.2986515712921465,0,0
48,0.9842913236424262,0,0
49,1.0184461534789104,0,0
50,1.1391141929941617,0,0
51,1.0453493251355699,0,0
52,0.9990823999160936,0,0
53,1.0376266882894187,0,0
54,1.0038391443278092,0,1
55,0.9859383930193021,0,0
56,1.045392583400051,0,0
57,0.8841081732925875,0,0
58,1.0028196522499078,0,0
59,1.0588385299022405,0,0
60,1.670510883753646,0,0
61,1.0037378766186145,0,1
62,0.9859382419461008,0,0
63,1.045392583398627,0,0
64,0.8841079509638636,0,0
65,1.002820018822668,0,0
66,1.058839058176854,0,0
67,1.003773256374496,0,1
68,0.9859382584334144,0,0
69,1.0453925833962527,0,0
70,0.88410772863514,0,0
71,1.0028203853960354,0,0
72,1.058839586452208,0,0
73,1.0099745873139143,0,1
74,0.9859831055015441,0,0
75,1.0516254236169078,0,0
76,0.8886622851918716,0,0
77,1.0027001819464068,0,0
78,1.0462299104784496,0,0
79,1.66355077051469,0,1
80,1.0048815995301246,0,1
81,1.0183392527842,0,0
82,1.1779330406633761,0,0
83,1.0431356931236033,0,0
84,0.9990824949438893,0,0
85,1.0264169155382634,0,0
86,1.0049907334651758,0,1
87,1.0183395897873173,0,0
88,1.1779323967690172,0,0
89,1.0431356067572972,0,0
90,0.99908249436221,0,0
91,1.026417351600471,0,0
92,1.018231196711798,0,1
93,1.0048712469369872,0,1
94,1.0183402637977896,0,0
95,1.1779317528810225,0,0
96,1.0431355203945363,0,0
97,0.9990824937832207,0,0
98,1.0264177876648222,0,0
99,1.627783395453348,0,0
100,0.9987440349928158,0,1
101,1.0043802731782403,0,0
102,0.9981566305459726,0,0
103,0.9138868113538144,0,0
104,1.022395212526821,0,0
105,1.0437414864233823,0,0
106,0.9986817238299563,0,1
107,1.004380130560412,0,0
108,0.998155025920316,0,0
109,0.9138860450448048,0,0
110,1.0223949885059695,0,0
111,1.0437419180281027,0,0
112,0.998880189010276,0,1
113,1.00433434091806,0,0
114,0.9988209477683568,0,0
115,0.9146957758637866,0,0
116,1.0222905939435627,0,0
117,1.0437414864233823,0,0
118,1.004866700291386,0,1
119,1.0184495280476387,0,0
120,1.1781975733976793,0,0
121,1.0452822109655038,0,0
122,0.999082428198679,0,0
123,1.0261843649445574,0,0
124,1.0183695760280584,0,1
125,0.9990824285902031,0,0
126,1.0261847998598894,0,0
127,1.0028785940298486,0,1
128,0.987947923875369,0,0
129,1.0999142020372472,0,0
130,1.0099018816170595,0,0
131,1.0274085793003702,0,0
132,1.1177753875013936,0,0
133,1.0036277110476646,0,1
134,0.9879489032711998,0,0
135,1.0999132734673838,0,0
136,1.0099013116382283,0,0
137,1.0274087802306513,0,0
138,1.1177763710161686,0,0
139,3.279673152703895,0,1
140,1.0104752104273362,0,0
141,0.9894332981088297,0,0
142,0.983402513915687,0,0
143,0.9834604407574605,0,0
144,0.9996787135738071,0,0
145,19.685840330495395,0,1
146,3.279692239193848,0,1
147,1.0104750617213558,0,0
148,0.9894332981595694,0,0
149,0.9834025140061341,0,0
150,0.9834604407074166,0,0
151,0.9996787785769028,0,0
152,1.0084857997478158,0,1
153,0.9955629644339347,0,0
154,1.044044894355067,0,0
155,0.9843052816820169,0,0
156,1.043004189896268,0,0
157,1.0539695511162863,0,0
158,1.4778778208045966,0,1
159,1.0673025707787316,0,0
160,1.0182356432246806,0,0
161,1.0137114565673975,0,0
162,1.0115642404132517,0,0
163,1.031093867108506,0,0
164,1.4778778200641074,0,1
165,1.067302358023572,0,0
166,1.0182355626423454,0,0
167,1.0137139486262337,0,0
168,1.011564328662017,0,0
169,1.0310941453664793,0,0
170,3.277365212564338,0,1
171,1.011296031844283,0,0
172,0.9923014562992446,0,0
173,0.9863385557979247,0,0
174,0.9863968741148973,0,0
175,1.002408248033475,0,0
176,3.277365206881318,0,1
177,1.011296031844283,0,0
178,0.992301456298876,0,0
179,0.9863385557975469,0,0
180,0.9863968741145195,0,0
181,1.0024082140987154,0,0
182,3.2801537354605634,0,1
183,1.0525298979939257,0,0
184,0.9921951988425259,0,0
185,0.9862148295788812,0,0
186,0.9863291558702099,0,0
187,1.0031527488191612,0,0
188,1.0157116504827084,0,1
189,0.9870235641005086,0,0
190,1.0678865947496654,0,0
191,1.0393459743928575,0,0
192,0.9530305356408814,0,0
193,1.1136486206914842,0,0
194,1.0159746240649967,0,1
195,0.9870235160081021,0,0
196,1.0678851822769224,0,0
197,1.0393461926079754,0,0
198,0.9530307169604395,0,0
199,1.113649877964815,0,0
200,1.0159739384102755,0,1
201,0.9870234679171487,0,0
202,1.067884413129506,0,0
203,1.0393464108230932,0,0
204,0.9530315606429017,0,0
205,1.1136511352385026,0,0
206,0.9926285886405323,0,1
207,1.0074183297295158,0,0
208,1.045685307256619,0,0
209,0.9914468282248234,0,0
210,1.0030054997345481,0,0
211,1.0437414864233818,0,0
212,0.9927292965492098,0,1
213,1.0074181982488082,0,0
214,1.0456837020319436,0,0
