sequence_index,reconstruction_error,is_anomaly
0,0.04985815233126922,0
1,0.002473507365293422,0
2,0.002537600862433986,0
3,0.003318301143809213,0
4,0.0016199897980523831,0
5,0.003281572558651283,0
6,0.0033821901228583925,0
7,0.0032805170016146417,0
8,0.003440221457681089,0
9,0.003534458302987178,0
10,0.004001312410438146,0
11,0.004088198045292463,0
12,0.0040695035267433455,0
13,0.008834990607395074,0
14,0.009338176859853628,0
15,0.006061039871824294,0
16,0.005744374152295314,0
17,0.006351872233043153,0
18,0.0080571143456851,0
19,0.01013326994570263,0
20,0.010626416694618647,0
21,0.009433483399301541,0
22,0.004620419965981995,0
23,0.00406146654078034,0
24,0.004217552571153784,0
25,0.0044150928887424674,0
26,0.0050054769368190494,0
27,0.005469088189618527,0
28,0.005707630673432168,0
29,0.006394119529342571,0
30,0.019671706863497288,0
31,0.01990617873635173,0
32,0.016080167774991345,0
33,0.07347687531123036,1
34,0.04290122581561774,0
35,0.03646137370371746,0
36,0.029081468838338023,0
37,0.03165889694821719,0
38,0.02134187105230543,0
39,0.028322267627786574,0
40,0.021207400277645526,0
41,0.048299909409230804,0
42,0.005238991956478784,0
43,0.0050735350600766595,0
44,0.004376040553957198,0
45,0.004217834919618554,0
46,0.004481619191383452,0
47,0.004919347773960682,0
48,0.005357799318869522,0
49,0.014531997167593872,0
50,0.013105930467907942,0
51,0.012510255961760336,0
52,0.009576198593371724,0
53,0.010211223480343699,0
54,0.013051899945337519,0
55,0.01505715252200481,0
56,0.014611395351042332,0
57,0.014173259277990433,0
58,0.005055108875677358,0
59,0.0054162233720943306,0
60,0.006247442826083578,0
61,0.04688422760842738,0
62,0.025990915195508016,0
63,0.023386734503357057,0
64,0.014707757207020515,0
65,0.013687873643528652,0
66,0.016404028442391753,0
67,0.01948287438916898,0
68,0.0178715388618044,0
69,0.02883025413709862,0
70,0.008626389206094829,0
71,0.007977710351715954,0
72,0.002209179470714889,0
73,0.0023369776895927202,0
74,0.0024224581557986324,0
75,0.012334127844276723,0
76,0.010918804700650042,0
77,0.010107091314096634,0
78,0.009386873798069502,0
79,0.010068375155262379,0
80,0.012827626393063679,0
81,0.01493092796799756,0
82,0.015372977366005536,0
83,0.015306453812210135,0
84,0.009126533500565344,0
85,0.015382677037033894,0
86,0.01145732471075792,0
87,0.012134043915198416,0
88,0.010436537079330354,0
89,0.010050219604328272,0
90,0.010168675812693853,0
91,0.010931940031241476,0
92,0.012362957175720946,0
93,0.045445786144431614,0
94,0.014362989239128576,0
95,0.012955821754324965,0
96,0.009699663849725045,0
97,0.010210134133960358,0
98,0.010699956637120566,0
99,0.013579901716804545,0
100,0.014244633364998184,0
101,0.021607605534186388,0
102,0.006850175827697782,0
103,0.002507933599463245,0
104,0.002568605948653614,0
105,0.012449488200738691,0
106,0.011011916646871813,0
107,0.010386622033530028,0
108,0.009610290274915782,0
109,0.010246372347387634,0
110,0.013077209320423605,0
111,0.015174234538746782,0
112,0.014635161020564787,0
113,0.01427294177689279,0
114,0.005155286543945913,0
115,0.005510577646041509,0
116,0.006344529647301204,0
117,0.04910868404364165,0
118,0.018367392545243364,0
119,0.01644378541736407,0
120,0.011707474908150052,0
121,0.010380696270400358,0
122,0.011614038173819287,0
123,0.015328373011780673,0
124,0.015937195174404374,0
125,0.023157032198581413,0
126,0.008943190768922202,0
127,0.0025977115720252843,0
128,0.002668542330378764,0
129,0.012566307011482264,0
130,0.011092430207372063,0
131,0.010509980763913419,0
132,0.009622268942522683,0
133,0.010266535032562337,0
134,0.013043607061397603,0
135,0.01516981412091185,0
136,0.014594114174273531,0
137,0.014252279244637208,0
138,0.0051859884791708505,0
139,0.005509187717891142,0
140,0.006318995163456779,0
141,0.048079707597526736,0
142,0.01785242905492108,0
143,0.01586010318602954,0
144,0.011171786351583222,0
145,0.009750231877255872,0
146,0.011017381825275572,0
147,0.014645516849234954,0
148,0.015285964567213216,0
149,0.022554412872742544,0
150,0.008151708338835805,0
151,0.0025659658311317965,0
152,0.002644101091789165,0
153,0.012547531977474219,0
154,0.011073467529938085,0
155,0.010364510523877808,0
156,0.009428789134610656,0
157,0.010095060279478929,0
158,0.01273711586861435,0
159,0.014953098387725927,0
160,0.015269575844354484,0
161,0.015085936624197866,0
162,0.033459878357229744,0
163,0.012810506635537932,0
164,0.011380163796735445,0
165,0.008213691954604536,0
166,0.008213590980183537,0
167,0.009974755153763783,0
168,0.012603700256193387,0
169,0.012720228671436963,0
170,0.02087276080137204,0
171,0.0048667241885972995,0
172,0.003282305330958595,0
173,0.0033549172241787223,0
174,0.013264375264275513,0
175,0.011740659636281393,0
176,0.011272723049549505,0
177,0.009536052843947013,0
178,0.010178929684400838,0
179,0.012925531537049052,0
180,0.014879917840776956,0
181,0.01449988470552192,0
182,0.014034771586551973,0
183,0.004947220594233035,0
184,0.005197765344821651,0
