SaO2,PR,EEG(sec),ECG,EMG,EOG(L),EOG(R),EEG,AIRFLOW,THOR RES,ABDO RES,recon_error,is_anomaly
96.01115998001926,67.26462862517484,0.9803921568627452,-0.2666666666666666,-0.0,-38.23529411764706,29.41176470588235,-11.76470588235294,-3.984313725490196,1.568627450980392,0.2823529411764706,1.5076766,1
96.01115998001926,67.26462862517484,3.92156862745098,-0.2117647058823529,-1.4588246735879793,-17.647058823529413,17.647058823529413,-2.941176470588235,-3.984313725490196,1.2862745098039217,-0.6588235294117647,0.8787612,1
96.01115998001926,69.2627085191304,2.941176470588235,-0.2509803921568627,-0.0,14.705882352941176,9.803921568627452,2.941176470588235,-3.984313725490196,-0.5333333333333333,-3.764705882352941,3.1850502,1
96.01115998001926,72.25982836006374,-0.0,-0.2039215686274509,0.7294123367939896,-23.52941176470588,9.803921568627452,-5.88235294117647,-2.070588235294118,2.47843137254902,0.5019607843137255,0.96799916,1
97.01019749265951,78.24188462794291,-7.84313725490196,-0.2274509803921568,-0.0,40.19607843137255,-29.41176470588235,6.862745098039215,-0.0627450980392156,3.3568627450980397,2.415686274509804,1.9081942,1
96.01115998001926,80.23996452189847,5.88235294117647,-0.2588235294117647,0.2431374455979965,-10.784313725490197,13.72549019607843,-2.941176470588235,-1.0980392156862746,1.1294117647058823,0.4078431372549019,1.9290009,1
96.01115998001926,81.23900446887625,-9.803921568627452,-0.2352941176470588,-0.7294123367939896,-54.90196078431372,-30.392156862745097,-17.647058823529413,-1.3490196078431371,-0.0627450980392156,-0.8156862745098039,5.128633,1
96.01115998001926,81.23900446887625,1.96078431372549,-0.2196078431372549,0.7294123367939896,27.45098039215686,-3.92156862745098,7.84313725490196,-2.0392156862745097,-1.0980392156862746,-1.9137254901960783,2.1341226,1
95.012122467379,80.23996452189847,12.745098039215684,-0.2431372549019607,0.2431374455979965,-23.52941176470588,-0.9803921568627452,1.96078431372549,-3.733333333333333,-2.5725490196078438,-2.196078431372549,2.484419,1
95.012122467379,81.23900446887625,-6.862745098039215,-0.2196078431372549,-0.0,12.745098039215684,-20.588235294117645,0.9803921568627452,1.568627450980392,-0.8156862745098039,-2.070588235294118,1.1649252,1
95.012122467379,79.24092457492068,-2.941176470588235,-0.2509803921568627,-0.0,26.47058823529412,-35.294117647058826,0.9803921568627452,0.3764705882352941,-0.5333333333333333,1.4431372549019608,4.651253,1
95.012122467379,78.24188462794291,-3.92156862745098,-0.2039215686274509,-0.0,36.27450980392157,3.92156862745098,5.88235294117647,-0.4392156862745098,-1.9764705882352944,-3.0431372549019606,0.116933,0
95.012122467379,78.24188462794291,3.92156862745098,-0.2274509803921568,-0.0,3.92156862745098,10.784313725490197,0.9803921568627452,3.3568627450980397,3.1372549019607843,2.854901960784314,0.10777914,0
95.012122467379,78.24188462794291,-4.901960784313726,-0.2431372549019607,-0.2431374455979965,-25.49019607843137,-10.784313725490197,-4.901960784313726,1.5058823529411764,1.223529411764706,-1.4745098039215687,0.2970066,0
95.012122467379,79.24092457492068,2.941176470588235,-0.2509803921568627,-0.0,2.941176470588235,16.666666666666668,-0.0,-1.8509803921568628,0.9411764705882352,1.568627450980392,0.24937871,0
95.012122467379,80.23996452189847,3.92156862745098,-0.196078431372549,-0.0,-26.47058823529412,19.607843137254903,-3.92156862745098,-0.3450980392156862,-1.035294117647059,-3.231372549019608,0.51197433,0
95.012122467379,81.23900446887625,13.72549019607843,-0.2588235294117647,-0.4862748911959931,-31.37254901960784,30.392156862745097,-11.76470588235294,1.2862745098039217,0.7215686274509804,-0.2509803921568627,0.5815568,0
95.012122467379,82.23804441585403,-16.666666666666668,-0.2196078431372549,-0.2431374455979965,9.803921568627452,-61.76470588235294,3.92156862745098,-0.5647058823529412,-1.3490196078431371,-1.5058823529411764,1.0578285,1
95.012122467379,82.23804441585403,-2.941176470588235,-0.2196078431372549,-0.9725497823919862,0.9803921568627452,4.901960784313726,-0.0,3.1372549019607843,2.164705882352941,2.47843137254902,0.28006902,0
95.012122467379,82.23804441585403,10.784313725490197,-0.2588235294117647,-0.4862748911959931,28.431372549019606,42.15686274509804,10.784313725490197,-1.1294117647058823,-1.9137254901960783,-3.1058823529411765,0.3593407,0
95.012122467379,82.23804441585403,2.941176470588235,-0.1803921568627451,-0.2431374455979965,-57.84313725490196,44.11764705882353,-10.784313725490197,0.0627450980392156,-1.5372549019607844,0.5647058823529412,1.8827536,1
95.012122467379,80.23996452189847,-18.62745098039216,-0.2666666666666666,-0.0,9.803921568627452,-76.47058823529412,-0.9803921568627452,1.9450980392156865,0.0941176470588235,1.0666666666666669,2.2408898,1
95.012122467379,80.23996452189847,6.862745098039215,-0.2431372549019607,-0.2431374455979965,-1.96078431372549,15.68627450980392,4.901960784313726,-1.003921568627451,1.1294117647058823,0.3137254901960784,0.20388941,0
