row_id,icd9_code
3.4761963,1415.4222
4.484009,1416.4637
5.4925537,1417.5052
6.5009766,1418.5475
7.508911,1419.589
8.510132,1421.6119
9.510864,1423.6344
10.519287,1424.6754
11.527588,1425.7169
12.535645,1426.7589
13.543823,1427.8007
14.530518,1431.7853
15.53186,1433.8068
16.489258,1441.7135
17.490112,1443.7362
18.49878,1444.7772
19.506714,1445.8192
20.51477,1446.8607
21.523071,1447.9025
22.509766,1451.8868
23.227783,135.99309
24.454102,1463.777
25.462769,1464.8192
26.470459,1465.86
27.478638,1466.9025
28.486694,1467.944
29.473755,1471.9276
30.474487,1473.9503
31.482666,1474.9921
32.490967,1476.034
33.01465,138.85881
34.39209,1493.8085
35.349487,1501.716
36.351074,1503.7389
37.359253,1504.7804
38.36743,1505.8217
39.33972,1511.7667
40.340454,1513.7894
41.348755,1514.8309
42.313843,1521.7572
42.962036,142.83928
43.960205,143.83879
44.95862,144.8383
45.95691,145.83781
46.955322,146.8383
47.955933,148.8383
48.232178,1698.931
49.20349,1706.4703
50.20996,1707.5624
51.216553,1708.6539
52.22278,1709.7452
53.198853,1716.3641
54.205444,1717.4552
55.211792,1718.5472
56.21826,1719.6388
57.22473,1720.7308
58.230835,1721.8219
59.227295,1724.756
61.08777,1593.528
62.096313,1594.57
63.06079,1601.496
63.894775,150.83098
65.00549,1613.3873
66.013916,1614.4286
67.022095,1615.4701
67.9939,1621.4154
68.99524,1623.4381
69.953,1631.3448
70.953735,1633.3671
71.96228,1634.4098
72.927,1641.3348
73.92798,1643.3583
74.9364,1644.3993
75.90137,1651.3256
76.90222,1653.3475
77.91077,1654.389
78.91882,1655.4313
79.927,1656.4728
80.93494,1657.514
81.94336,1658.5563
82.93738,1661.5592
83.93823,1663.5817
84.94653,1664.6234
85.89722,1673.5114
86.73547,53.48186
87.7334,54.481373
88.7312,55.47893
89.729004,56.477467
90.72693,57.475513
91.72522,58.47356
92.722534,59.471607
93.72058,60.47063
94.718506,61.4677
95.71643,62.466724
96.714355,63.463795
97.712036,64.46282
98.70984,65.45989
99.707886,66.458916
100.706055,67.456474
101.69531,70.40374
102.69336,71.40081
103.69141,72.399345
104.68884,73.39739
105.68713,74.39544
106.684814,75.393486
107.68286,76.39202
108.680786,77.39056
109.66626,81.3095
110.66443,82.30804
111.66199,83.30608
112.66016,84.30413
113.65796,85.30218
114.655396,86.30169
115.63733,91.194756
116.635254,92.19329
117.60889,99.03509
118.60632,100.03411
119.60425,101.03069
120.602295,102.02923
121.599976,103.02679
122.59802,104.02532
123.595825,105.024345
124.59387,106.02239
125.59155,107.01995
126.58948,108.018
127.5874,109.01653
128.58508,110.01458
129.58325,111.013115
130.58081,112.01067
131.57874,113.00823
132.57666,114.00628
133.57446,115.0053
134.57239,116.00237
135.57056,117.001884
136.56824,118.00042
137.56604,118.997
139.08923,-5.6446023
140.08704,-4.646067
141.08496,-3.6485088
142.0625,2.219167
143.0603,3.2181904
144.05847,4.2162375
145.05615,5.213796
146.0542,6.213308
147.05188,7.20989
148.0498,8.207936
149.04773,9.206471
150.04541,10.204518
151.04346,11.203053
152.04114,12.2011
153.03528,14.17278
154.0326,15.171315
155.031,16.169851
156.02893,17.167898
157.02686,18.164968
158.01648,21.112234
159.01428,22.110281
160.00806,24.082937
161.00562,25.080496
162.00354,26.078054
163.0022,27.07659
163.99939,28.075125
164.9851,31.99407
165.98267,32.992115
166.98083,33.99114
167.97864,34.99016
168.9768,35.987232
169.97449,36.986256
170.97253,37.984303
171.96997,38.98235
172.9679,39.97942
173.96619,40.978443
174.96399,41.976
175.96191,42.974537
176.9596,43.972584
177.95752,44.97063
178.95569,45.969654
179.95337,46.967213
180.95142,47.966236
181.94897,48.963306
182.9469,49.96184
183.94482,50.960377
184.94275,51.958424
185.94055,52.955494
186.93823,53.955006
187.93652,54.951588
188.78406,320.8061
189.78235,321.80414
190.79529,328.80658
192.05798,27.77825
192.81555,340.80756
193.81348,341.80707
194.81189,342.80756
195.82214,348.80804
197.05981,29.847097
197.84265,360.81
198.84058,361.80902
199.85315,368.81146
201.05908,31.89202
201.8711,379.81097
202.86914,380.81146
203.86755,381.81146
204.86572,382.81
205.86414,383.8105
206.86206,384.81
207.86035,385.8095
208.85889,386.8095
209.85706,387.80902
210.85535,388.80902
211.85583,390.80853
212.85437,391.80853
213.85278,392.80853
214.85083,393.80804
215.84912,394.80804
216.84741,395.80707
217.84558,396.80707
218.43054,191.08244
219.42834,192.08
220.42651,193.07903
221.42444,194.07707
222.42236,195.0756
223.42053,196.07414
224.41809,197.07121
225.40369,200.99211
226.40149,201.98918
227.39941,202.98772
228.3971,203.98625
229.37097,210.82707
230.36865,211.8256
231.37012,220.76408
232.36841,221.7636
233.36694,222.7631
234.36523,223.7636
235.3634,224.76262
236.36902,228.7631
237.3695,230.76262
238.3678,231.7636
239.36609,232.76262
240.47583,280.7719
241.47424,281.77094
242.47253,282.7719
243.47058,283.77094
244.469,284.77094
245.46716,285.77094
246.47021,288.77094
247.47058,290.77045
248.46924,291.77094
249.48132,298.77045
251.57092,23.293386
251.50183,310.7729
252.51672,318.77435
253.78381,123.75237
254.7821,124.74993
255.75513,131.59221
256.7489,133.56389
257.74695,134.56242
258.71216,143.35344
259.7102,144.35051
260.7079,145.34904
261.68567,151.21672
263.34973,7.135183
264.69336,833.8754
265.70117,838.8759
266.7019,840.8769
267.7002,841.8754
268.71277,848.8774
269.713,850.8759
270.71155,851.8764
271.7096,852.8764
272.708,853.8759
273.71594,858.8759
274.71387,859.8764
275.7124,860.8764
276.71033,861.87494
277.70898,862.87494
278.70715,863.8754
279.71948,870.8754
280.71765,871.8759
281.7162,872.8764
282.71448,873.8754
283.71252,874.87396
284.71082,875.87445
285.70898,876.87396
286.70972,878.8735
287.71033,880.87445
288.70862,881.8735
289.7068,882.8735
290.71704,888.8754
291.02075,79.36028
292.73718,900.8754
293.73572,901.8759
294.74792,908.8759
295.74622,909.8764
296.74463,910.8754
297.74292,911.8754
298.74097,912.8759
298.81934,81.73333
300.77576,930.87836
301.77393,931.87787
302.77185,932.8774
303.77026,933.87787
304.77795,938.87787
305.7787,940.8774
306.77673,941.87787
307.77502,942.87787
308.7854,948.87836
309.0326,83.43157
310.80566,960.8798
311.80408,961.87885
312.80212,962.87933
313.81726,970.8803
314.81543,971.8803
315.81335,972.87885
315.45227,400.76068
316.45056,401.76068
317.46313,408.76215
320.47656,29.086355
321.49878,30.0053
320.50305,430.7641
321.50122,431.7641
322.4995,432.7641
323.49756,433.7641
324.5055,438.7646
327.71204,31.56243
328.7345,32.479908
327.5453,460.768
328.5437,461.76752
329.54175,462.76654
330.54016,463.76605
331.5382,464.76605
332.53638,465.76605
333.53967,468.76654
334.53796,469.76556
335.5359,470.76508
336.55066,478.76752
337.55176,480.76654
338.54993,481.76752
339.5481,482.76605
340.55798,488.76703
