row_id,category,mincodeinsubsection,maxcodeinsubsection
1.9657288,1.0010581,100467.11,99752.28
2.7431107,1.001018,100357.71,99704.1
3.6178246,1.0009849,100284.69,99666.31
4.505844,1.0008161,100214.3,99636.46
5.4243355,1.0004438,100140.586,99619.45
6.346073,1.0000484,100065.125,99602.53
7.2677574,0.999652,99990.02,99586.05
8.189877,0.9992635,99911.64,99565.48
9.111015,0.99885416,99842.24,99556.055
10.032688,0.9984464,99772.5,99546.07
10.954998,0.99805564,99695.33,99526.93
11.876595,0.99766695,99616.61,99506.08
12.798534,0.9972803,99540.945,99488.6
13.7212715,0.9972109,99446.4,99439.305
14.6436615,0.99714077,99351.74,99389.98
15.630039,0.99708587,99267.09,99344.266
16.618511,0.9970322,99181.93,99297.71
17.619202,0.99702364,99124.68,99318.664
18.625298,0.99702734,99073.11,99350.24
19.56845,0.99713,98992.09,99322.89
20.50269,0.9972461,98908.43,99288.68
21.471043,0.99746907,98810.234,99262.77
22.44757,0.9977162,98710.89,99240.78
23.42334,0.9979675,98606.875,99213.15
24.396324,0.9982024,98497.695,99181.945
31.5018,1.0038309,-708.3548,-1901.0579
31.837101,1.003334,-534.89386,-1549.9094
32.16898,1.0028521,-390.35483,-1222.4719
32.53153,1.0024307,-251.37045,-875.7766
32.892673,1.0019962,-120.37045,-534.9563
33.2571,1.0015922,29.10611,-180.5344
33.633377,1.0010829,189.52017,183.6531
34.016,1.0005279,358.05142,554.94214
34.434727,1.000084,648.7858,1034.2468
34.808514,0.99960285,822.6335,1393.9148
35.17957,0.99931705,1057.3912,1774.3289
35.559013,0.99894816,1271.4108,2135.7585
35.985855,0.99846673,1580.4733,2564.5515
36.40059,0.99790907,1851.5826,2954.4578
36.82737,0.9971992,2147.1335,3362.0164
37.25553,0.99648637,2444.5632,3771.532
37.663742,0.99574196,2686.778,4128.552
38.062798,0.9947708,2915.9421,4508.13
38.464626,0.99361575,3173.0984,4924.9033
45.45195,1.0058999,97123.8,98052.84
46.586895,1.0062882,97126.87,98024.89
47.71756,1.0066596,97107.414,97983.39
42.28926,0.9926726,10883.997,13040.747
43.21456,0.9998009,14909.251,16797.383
46.54673,1.0052351,23678.836,25369.676
49.4899,1.0022498,29839.02,31762.691
50.906773,1.0041724,33416.465,35324.96
52.450073,0.9999939,36724.44,39016.406
53.04068,0.9989015,37565.094,40055.605
54.312428,1.0035866,42340.348,45307.44
56.882732,0.9998847,49250.723,52594.965
58.2059,1.0010736,52387.027,55831.586
58.994156,0.99971515,53759.746,57360.383
59.645473,0.99902135,54431.1,58136.4
60.435326,0.9999946,55717.145,59639.566
61.26465,1.000768,57618.79,61610.793
61.85179,1.0006781,58633.406,62733.777
62.602478,1.0036925,61341.617,65675.82
63.585804,1.0053638,66143.89,69709.74
