SaO2,PR,EEG(sec),ECG,EMG,EOG(L),EOG(R),EEG,AIRFLOW,THOR RES,ABDO RES,sample_index
96.01115998001926,67.26462862517484,0.9803921568627451,-0.26666666666666666,-0.0,-38.23529411764706,29.41176470588235,-11.76470588235294,-3.984313725490196,1.5686274509803921,0.2823529411764706,0
96.01115998001926,67.26462862517484,3.9215686274509802,-0.21176470588235294,-1.4588246735879793,-17.647058823529413,17.647058823529413,-2.941176470588235,-3.984313725490196,1.2862745098039217,-0.6588235294117647,1
96.01115998001926,69.2627085191304,2.941176470588235,-0.25098039215686274,-0.0,14.705882352941176,9.803921568627452,2.941176470588235,-3.984313725490196,-0.5333333333333333,-3.764705882352941,2
96.01115998001926,72.25982836006374,-0.0,-0.20392156862745098,0.7294123367939896,-23.52941176470588,9.803921568627452,-5.88235294117647,-2.070588235294118,2.4784313725490197,0.5019607843137255,3
97.01019749265951,78.24188462794291,-7.8431372549019605,-0.22745098039215686,-0.0,40.19607843137255,-29.41176470588235,6.862745098039215,-0.06274509803921569,3.3568627450980393,2.4156862745098038,4
96.01115998001926,80.23996452189847,5.88235294117647,-0.25882352941176473,0.24313744559799655,-10.784313725490195,13.72549019607843,-2.941176470588235,-1.0980392156862746,1.1294117647058823,0.40784313725490196,5
96.01115998001926,81.23900446887625,-9.803921568627452,-0.23529411764705882,-0.7294123367939896,-54.90196078431372,-30.392156862745097,-17.647058823529413,-1.3490196078431373,-0.06274509803921569,-0.8156862745098039,6
96.01115998001926,81.23900446887625,1.9607843137254901,-0.2196078431372549,0.7294123367939896,27.45098039215686,-3.9215686274509802,7.8431372549019605,-2.0392156862745097,-1.0980392156862746,-1.9137254901960785,7
95.012122467379,80.23996452189847,12.745098039215685,-0.24313725490196078,0.24313744559799655,-23.52941176470588,-0.9803921568627451,1.9607843137254901,-3.7333333333333334,-2.5725490196078433,-2.196078431372549,8
95.012122467379,81.23900446887625,-6.862745098039215,-0.2196078431372549,-0.0,12.745098039215685,-20.588235294117645,0.9803921568627451,1.5686274509803921,-0.8156862745098039,-2.070588235294118,9
95.012122467379,79.24092457492068,-2.941176470588235,-0.25098039215686274,-0.0,26.470588235294116,-35.294117647058826,0.9803921568627451,0.3764705882352941,-0.5333333333333333,1.4431372549019608,10
95.012122467379,78.24188462794291,-3.9215686274509802,-0.20392156862745098,-0.0,36.27450980392157,3.9215686274509802,5.88235294117647,-0.4392156862745098,-1.9764705882352942,-3.0431372549019606,11
95.012122467379,78.24188462794291,3.9215686274509802,-0.22745098039215686,-0.0,3.9215686274509802,10.784313725490195,0.9803921568627451,3.3568627450980393,3.1372549019607843,2.854901960784314,12
95.012122467379,78.24188462794291,-4.901960784313726,-0.24313725490196078,-0.24313744559799655,-25.49019607843137,-10.784313725490195,-4.901960784313726,1.5058823529411764,1.223529411764706,-1.4745098039215687,13
95.012122467379,79.24092457492068,2.941176470588235,-0.25098039215686274,-0.0,2.941176470588235,16.666666666666668,-0.0,-1.8509803921568628,0.9411764705882353,1.5686274509803921,14
95.012122467379,80.23996452189847,3.9215686274509802,-0.19607843137254902,-0.0,-26.470588235294116,19.607843137254903,-3.9215686274509802,-0.34509803921568627,-1.035294117647059,-3.231372549019608,15
95.012122467379,81.23900446887625,13.72549019607843,-0.25882352941176473,-0.4862748911959931,-31.372549019607842,30.392156862745097,-11.76470588235294,1.2862745098039217,0.7215686274509804,-0.25098039215686274,16
