Index,Reconstruction_Error,Anomaly_Label
0,0.00014252599638339534,Normal
1,0.00014158694625195756,Normal
2,0.00013740674278875001,Normal
3,0.00022821075668440362,Normal
4,0.00021616247060217794,Normal
5,0.0001931202228464646,Normal
6,0.0001643283244444099,Normal
7,0.0002231266347002497,Normal
8,0.0002149552909710503,Normal
9,0.00029477786592983025,Normal
10,0.00026442194656256865,Normal
11,0.00021351944532392093,Normal
12,0.00015403651332926465,Normal
13,0.0002231266347002497,Normal
14,0.0002149552909710503,Normal
15,0.00022038456073037783,Normal
16,0.00018720119451881199,Normal
17,0.00013353667389019117,Normal
18,7.248810985942859e-05,Normal
19,0.00014158694625195756,Normal
20,0.00013740674278875001,Normal
21,0.00022821075668440362,Normal
22,0.00021616247060217794,Normal
23,0.0001931202228464646,Normal
24,0.0001643283244444099,Normal
25,0.0002231266347002497,Normal
26,0.0002149552909710503,Normal
27,0.00029477786592983025,Normal
28,0.00026442194656256865,Normal
29,0.00021351944532392093,Normal
30,0.00015403648197563,Normal
31,0.0002231265828077646,Normal
32,0.0002149552909710503,Normal
33,0.00022038456073037783,Normal
34,0.00018720119451881199,Normal
35,0.00013353667389019117,Normal
36,7.248810985942859e-05,Normal
37,0.00014158694625195756,Normal
38,0.00013740674278875001,Normal
39,0.00012758511033403064,Normal
40,0.00010926263147935675,Normal
41,8.085890568779123e-05,Normal
42,4.945043987696076e-05,Normal
43,0.00010920203315041093,Normal
44,0.00010920203315041093,Normal
45,0.0002111614086827987,Normal
46,0.0002175738876435365,Normal
47,0.00022270703190889718,Normal
48,0.00022479834485987423,Normal
49,0.0002231266347002497,Normal
50,0.0002149552909710503,Normal
51,0.00019549748313446558,Normal
52,0.0001732497927816315,Normal
53,0.00011926731579459874,Normal
54,5.894924961455523e-05,Normal
55,0.00012960113491273186,Normal
56,0.000128879915890442,Normal
57,0.0001257275276790305,Normal
58,0.00015822365361514384,Normal
59,0.00014860356490989753,Normal
60,0.0001306585349608684,Normal
61,0.00010866150388538513,Normal
62,0.00015736638437628672,Normal
63,0.00015217088953789327,Normal
64,0.00024021016466820017,Normal
65,0.00022356794635336311,Normal
66,0.0001935351409177224,Normal
67,0.00015704971615839017,Normal
68,0.0002231266347002497,Normal
69,0.0002149552909710503,Normal
70,0.00020174037066504475,Normal
71,0.00022259392519178838,Normal
72,0.0001722224798953139,Normal
73,0.00011481053312921621,Normal
74,0.00018669053419621611,Normal
75,0.00018339228764214764,Normal
76,0.00017239815023553222,Normal
77,0.00024814450234889577,Normal
78,0.00021280806733077213,Normal
79,0.00016044781729370738,Normal
80,0.00015290804316176287,Normal
81,0.0002231266347002497,Normal
82,0.0002149552909710503,Normal
83,0.00022038456073037783,Normal
84,0.0002114606475910873,Normal
85,0.00016087256154864263,Normal
86,0.00010276365360838778,Normal
87,0.00017370895785081167,Normal
88,0.00016878669645190592,Normal
89,0.0001549707906985399,Normal
90,0.00012703835249894044,Normal
91,0.0001805997790247425,Normal
92,0.00012752786948058231,Normal
93,0.00016225446744655176,Normal
94,0.00022479834215943375,Normal
95,0.0002231265828077646,Normal
96,0.0002149552909710503,Normal
97,0.0003505222774389112,Normal
98,0.0003213746664969146,Normal
99,0.0002717487160847078,Normal
100,0.00021311865045054736,Normal
101,0.00028230036210253223,Normal
102,0.0002722126096665337,Normal
103,0.000303448305017888,Normal
104,0.0002626899642575311,Normal
105,0.0001965161859882218,Normal
106,0.00012091628972477777,Normal
107,0.00017621656136192828,Normal
108,0.000170018993705042,Normal
109,0.00025530444800939427,Normal
110,0.0002340793506658048,Normal
111,0.00019707168159244044,Normal
112,0.00015290804316176287,Normal
113,0.0002231266347002497,Normal
114,0.0002149552909710503,Normal
115,0.00020174037066504475,Normal
116,0.00016698996173352738,Normal
117,0.00011189986389055933,Normal
118,7.532017953925657e-05,Normal
119,0.00014831224631192658,Normal
120,0.00014886123935165657,Normal
121,0.00014504619451942048,Normal
122,0.0001350278945103097,Normal
123,0.00011672629727358793,Normal
124,0.00024771374218047343,Normal
125,0.00027353592617160164,Normal
126,0.0002517022646257504,Normal
127,0.00022359311495265366,Normal
128,0.00028230036210253223,Normal
129,0.0002722126096665337,Normal
130,0.0003466421722947368,Normal
131,0.0003072005291884851,Normal
132,0.0002424638347291696,Normal
133,0.0001677091756706292,Normal
134,0.0002231266347002497,Normal
135,0.0002149552909710503,Normal
136,0.00022038456073037783,Normal
137,0.0002114606475910873,Normal
138,0.00016087256154864263,Normal
139,0.00010276365360838778,Normal
140,0.00017370895785081167,Normal
141,0.00016878669645190592,Normal
142,0.0001549707906985399,Normal
143,0.0005238638197155541,Normal
144,0.0004880964771138842,Normal
145,0.0004392518559095649,Normal
146,0.0004743379486151701,Normal
147,0.000533150635077295,Normal
148,0.0005178921536817947,Normal
149,0.0005765056986165877,Normal
150,0.000510128882858491,Normal
151,0.0004039945656537839,Normal
152,0.00028396524465316026,Normal
153,0.0002231266347002497,Normal
154,0.0002149552909710503,Normal
155,0.00029477786592983025,Normal
156,0.00026442194656256865,Normal
157,0.00021351944532392093,Normal
158,0.00015403648197563,Normal
159,0.0002231265828077646,Normal
160,0.0002149552909710503,Normal
161,0.00029477786592983025,Normal
162,0.00026442194656256865,Normal
163,0.00021351944532392093,Normal
164,0.00015403651332926465,Normal
165,0.0002231266347002497,Normal
166,0.0002149552909710503,Normal
167,0.00029477786592983025,Normal
168,0.00026442194656256865,Normal
169,0.00021351944532392093,Normal
170,0.00015403651332926465,Normal
171,0.0002231266347002497,Normal
172,0.0002149552909710503,Normal
173,0.00029477786592983025,Normal
174,0.00026442194656256865,Normal
175,0.00021351944532392093,Normal
176,0.00015403651332926465,Normal
177,0.0002231266347002497,Normal
178,0.0002149552909710503,Normal
179,0.00029477786592983025,Normal
180,0.00026442194656256865,Normal
181,0.00021351944532392093,Normal
182,0.00015403651332926465,Normal
183,0.0002231266347002497,Normal
184,0.0002149552909710503,Normal
185,0.0003505222774389112,Normal
186,0.0003213746664969146,Normal
187,0.0002717487160847078,Normal
188,0.00021311865045054736,Normal
189,0.00028230036210253223,Normal
190,0.0002722125708577342,Normal
191,0.0004021906306810229,Normal
192,0.000363945481104651,Normal
193,0.0003005180366970717,Normal
194,0.00022670062408443326,Normal
195,0.00028230036210253223,Normal
196,0.0002722126096665337,Normal
197,0.00027259097695448846,Normal
198,0.00023037126673592002,Normal
199,0.00016279545237031122,Normal
200,8.633873538297867e-05,Normal
201,0.00014158694625195756,Normal
202,0.00013740674278875001,Normal
203,0.00022821075668440362,Normal
204,0.00021616247060217794,Normal
205,0.0001931202228464646,Normal
206,0.0001643283244444099,Normal
207,0.0002231266347002497,Normal
208,0.0002149552909710503,Normal
209,0.00029477786592983025,Normal
210,0.00026442194656256865,Normal
211,0.00021351944532392093,Normal
212,0.00015403651332926465,Normal
213,0.0002231266347002497,Normal
214,0.0002149552909710503,Normal
215,0.00023435703457687788,Normal
216,0.00020191749809055263,Normal
217,0.00014894477742086095,Normal
218,8.829301045624343e-05,Normal
219,0.00015739858708645915,Normal
220,0.0001522262407130062,Normal
221,0.0001540505316816247,Normal
222,0.0001336801103994383,Normal
223,0.00010026775083963864,Normal
224,0.00016195302955470748,Normal
225,0.0002350333053858544,Normal
226,0.00023684015330431633,Normal
227,0.00045131391878875364,Normal
228,0.00044504344761012795,Normal
229,0.0004237809604436987,Normal
230,0.0004075890278174817,Normal
231,0.00042362717480075714,Normal
232,0.0003596392841283914,Normal
233,0.0003667500371268635,Normal
234,0.0003902448095730819,Normal
235,0.0003083029054535626,Normal
236,0.00023249177714973712,Normal
237,0.00024836941187535096,Normal
238,0.0002150283200220365,Normal
239,0.00016621122042325323,Normal
240,0.00018990430318769396,Normal
241,0.00012966733755581842,Normal
242,8.277393651694525e-05,Normal
243,0.0001381481070720576,Normal
244,0.00011250385848493073,Normal
245,0.00018204123623777397,Normal
246,0.00024776114809855457,Normal
247,0.0002487512393826973,Normal
248,0.00033801601598378755,Normal
249,0.0003241552263752989,Normal
250,0.0002934820090353416,Normal
251,0.00034107512461879714,Normal
252,0.00037079818993893766,Normal
253,0.0003128115687077526,Normal
254,0.0003297577491136475,Normal
255,0.0003707982977837976,Normal
256,0.0003128115687077526,Normal
257,0.00032975772391713627,Normal
258,0.00037079818993893766,Normal
259,0.0003128115687077526,Normal
260,0.00032975772391713627,Normal
261,0.00037079818993893766,Normal
262,0.0003128115687077526,Normal
263,0.00032975772391713627,Normal
264,0.00037079818993893766,Normal
265,0.0003128115687077526,Normal
266,0.00032975772391713627,Normal
267,0.00037079818993893766,Normal
268,0.0003128115687077526,Normal
269,0.00032975772391713627,Normal
270,0.00037079818993893766,Normal
271,0.0003128115687077526,Normal
272,0.00032975772391713627,Normal
273,0.00037079818993893766,Normal
274,0.0003128115687077526,Normal
275,0.00032975772391713627,Normal
276,0.00037079818993893766,Normal
277,0.0003128115687077526,Normal
278,0.00032975772391713627,Normal
279,0.00037079818993893766,Normal
280,0.0003128115687077526,Normal
281,0.00023528320197768824,Normal
282,0.00028276656132180945,Normal
283,0.00025823945660532793,Normal
284,0.0002781060169394525,Normal
285,0.0004157382334991714,Normal
286,0.00045933380770574455,Normal
287,0.0004526492097306627,Normal
288,0.0005691328255180291,Normal
289,0.0006268554023800112,Normal
290,0.0007608104913394165,Anomaly
291,0.0006580033631204953,Normal
292,0.0007680692499424756,Anomaly
293,0.0006902389523741343,Normal
294,0.0006646051574684546,Normal
295,0.0006821589691651065,Normal
296,0.0007046864426175426,Normal
297,0.0007148335294986192,Normal
298,0.0007165125519227667,Anomaly
299,0.0007364070609901603,Anomaly
300,0.0007212292396490219,Anomaly
301,0.0005833267160134189,Normal
302,0.0006513548420962235,Normal
303,0.001368244888648588,Anomaly
304,0.0014070403698593806,Anomaly
305,0.0013736987358736136,Anomaly
306,0.0013871077606929022,Anomaly
307,0.0014122396939671594,Anomaly
308,0.0017062714435643338,Anomaly
309,0.0016611033980257314,Anomaly
310,0.0015746317025907308,Anomaly
311,0.0013045589386031938,Anomaly
312,0.0011766467661128333,Anomaly
313,0.000636929415567175,Normal
314,0.0005377300742353579,Normal
315,0.0005215956223540902,Normal
316,0.0004306162764146213,Normal
317,0.00038092937528163716,Normal
318,0.0011856416318375283,Anomaly
319,0.0011590952597747518,Anomaly
320,0.0011095752113407908,Anomaly
321,0.0010390552052601586,Anomaly
322,0.0010779981736659219,Anomaly
323,0.0010035971461300874,Anomaly
324,0.0008891470397560317,Anomaly
325,0.0008553276206683412,Anomaly
326,0.0010790838881920603,Anomaly
327,0.0009081230315132523,Anomaly
328,0.0005316473899357117,Normal
329,0.0005355986529428085,Normal
330,0.000533150635077295,Normal
331,0.0005178921536817947,Normal
332,0.0004798752735439258,Normal
333,0.00040781114300306854,Normal
334,0.0004496616738493929,Normal
335,0.00033415196239656514,Normal
336,0.00028164178331554145,Normal
337,0.0002842498724863738,Normal
338,0.00028230036210253223,Normal
339,0.0002722126096665337,Normal
340,0.00024802466816906387,Normal
341,0.00020261692084216397,Normal
342,0.00023196178485333923,Normal
343,0.0001606769640269034,Normal
344,0.00022270703190889718,Normal
345,0.00022479834485987423,Normal
346,0.0002231266347002497,Normal
347,0.0002149552909710503,Normal
348,0.00019549748313446558,Normal
349,0.0001590730334795198,Normal
350,0.00020280860966516342,Normal
351,0.00014696382220826554,Normal
352,0.00022270703190889718,Normal
353,0.00022479834485987423,Normal
354,0.0002231266347002497,Normal
355,0.0002149552909710503,Normal
356,0.00019549748313446558,Normal
357,0.0001590730334795198,Normal
358,0.00010899922011620234,Normal
