row_id,category,mincodeinsubsection,maxcodeinsubsection
2.0547714,0.99664026,99232.516,98628.29
2.9075317,0.9969772,99272.74,98697.73
3.753086,0.99731153,99313.9,98769.54
4.5935936,0.9974731,99335.59,98822.23
5.4362373,0.997636,99353.65,98870.62
6.2754173,0.9978025,99369.266,98917.06
7.1259804,0.9980241,99380.734,98975.93
8.0348015,0.9985114,99366.125,99086.94
8.939457,0.9989984,99362.38,99212.0
9.847965,0.999485,99358.33,99336.484
10.761356,0.9999591,99345.02,99449.37
11.692787,1.0003225,99327.734,99559.83
12.635326,1.0006659,99315.98,99675.7
13.602062,1.0009525,99302.5,99784.05
14.565956,1.0012403,99288.8,99892.234
15.532444,1.0015262,99277.04,100002.78
16.476307,1.0016598,99278.625,100081.38
17.417435,1.0017456,99312.05,100116.55
18.404552,1.0018508,99357.484,100171.03
19.384094,1.0020006,99384.36,100211.78
20.363968,1.0021279,99404.805,100250.625
21.338753,1.0021752,99407.484,100287.76
22.318344,1.0022131,99412.33,100326.7
23.239262,1.0022196,99396.516,100330.78
24.098442,1.0021954,99358.68,100305.14
30.162533,0.9906839,-1692.5502,-1383.7063
30.740711,0.9917788,-1341.2142,-1061.5579
31.310211,0.99284506,-1047.3392,-790.8157
31.877197,0.993893,-757.7298,-522.2688
32.439526,0.99473965,-472.22983,-223.88596
33.00702,0.9955717,-176.7767,89.55154
33.568657,0.99642026,107.38736,385.9031
34.128334,0.99727523,388.61392,677.13745
34.71948,0.9980852,774.7663,1091.0281
35.280067,0.9989318,1052.0201,1380.9421
35.85505,0.99975073,1370.11,1721.9304
36.418816,1.0006106,1675.6178,2036.5164
36.994473,1.001439,2006.4889,2387.5046
37.558197,1.0022817,2294.6921,2689.9578
38.11885,1.0031332,2576.9578,2983.4656
38.679676,1.0039865,2862.0242,3279.153
39.226997,1.0048491,3091.9421,3515.1726
39.765717,1.005669,3294.0984,3748.739
40.29776,1.0064268,3494.1921,4020.2664
44.7638,0.9956725,98954.43,98179.65
45.83014,0.9951409,98928.68,98073.67
46.82679,0.9944403,98884.164,97953.22
44.08436,1.0079867,10832.763,12272.103
46.020126,1.0052894,13867.099,16392.223
48.608757,1.0021493,23137.816,26322.14
50.568615,1.004743,29720.45,32611.977
51.907784,1.0031163,33269.92,36517.473
53.19496,1.0057093,36551.06,39525.25
53.848286,1.0065095,37383.81,40473.49
55.26179,0.9970783,42681.99,46882.33
56.89473,0.9980521,49765.793,53128.207
57.871216,0.9981374,52987.24,55861.62
58.68759,0.99975204,54146.816,56842.984
59.334778,1.0000424,54601.984,57413.887
59.781,0.99670094,56025.664,58980.2
60.51423,0.9975692,58013.61,60642.918
61.270336,0.99804795,59017.504,61708.6
61.768906,0.99920577,62354.754,64970.79
63.014435,1.0024079,67430.22,69007.36
64.674736,1.0047295,69908.09,70604.664
66.146065,1.0043141,70288.91,70851.36
65.71211,1.0065897,74251.336,75308.305
68.16823,1.0044651,76642.305,77339.21
69.23342,1.0031501,76643.03,77262.53
70.24342,1.0019673,76530.31,77157.32
71.25804,1.000979,76493.586,77161.46
72.15598,1.000333,77041.1,77680.766
72.696915,0.99827284,78634.7,79067.17
74.153915,0.99805105,79553.47,79858.42
75.22895,0.99912393,79722.055,80160.2
76.15431,0.99999297,79927.85,80487.32
77.21664,1.0008,80236.11,80870.586
78.30165,1.0016297,80513.53,81221.305
79.2626,1.0014331,81110.89,81838.07
79.57715,0.9964773,83415.1,83674.61
80.87524,0.99487936,85093.26,85159.5
81.88038,0.99395883,85970.125,86001.55
83.02743,0.9945739,86466.62,86488.414
83.94786,0.9942296,87062.5,87077.73
85.17177,0.9949103,87588.45,87598.734
86.23435,0.9959821,87746.445,87831.9
87.27549,0.99698496,87897.85,88062.18
88.313675,0.99802893,88030.63,88277.26
89.34801,0.9984747,88399.77,88685.445
90.36309,0.9987661,88816.484,89132.57
91.40283,0.9996321,89021.58,89406.73
92.408646,0.99870026,89920.59,90247.92
93.4054,0.99954104,90077.336,90466.18
94.38132,1.0002412,90287.37,90724.586
95.34973,1.0007758,90539.234,91005.125
96.329666,1.0016987,90656.2,91175.0
97.31334,1.0027043,90749.33,91326.9
98.312004,1.0036907,90883.55,91523.82
99.297935,1.0042756,91133.055,91824.26
100.20371,1.0026382,92074.67,92701.49
101.17932,1.002881,92409.945,93071.21
102.145065,1.001905,93099.0,93778.13
103.08798,1.0016024,93607.375,94201.07
104.10392,1.0011303,94118.33,94667.05
105.0178,1.000383,94700.664,95171.15
105.988846,1.0006607,94909.31,95312.086
106.96512,0.9998132,95519.26,95865.83
107.92032,0.99996626,95798.01,96094.086
108.900116,1.0004015,95977.37,96227.49
109.88776,1.0002685,96346.96,96549.45
110.82257,1.0005304,96551.58,96710.18
111.76682,1.0001853,96949.84,97064.89
112.77677,0.9995859,97437.82,97513.336
113.62392,0.9993794,97792.49,97815.43
114.5587,0.99975073,97922.41,97910.01
115.4913,0.99804544,98832.62,98757.77
116.42575,0.99840707,98966.22,98855.87
117.34587,0.99875516,99076.9,98937.164
118.23799,0.9991246,99138.65,99009.52
118.97446,0.99904597,99271.72,99187.625
119.53847,0.9986244,99484.75,99447.91
120.200226,0.99789965,99826.19,99809.42
120.602264,0.997322,99925.51,99977.62
48.767826,0.9733617,33167.613,39151.02
49.232872,0.9709101,33460.81,39591.777
49.716286,0.96837676,33785.285,40056.73
50.253098,0.96564466,34249.496,40637.598
50.91681,0.9623627,34911.44,41329.906
51.415024,0.9597132,35347.06,41802.324
51.889896,0.95803344,35629.22,42083.777
52.383133,0.95657283,35905.43,42327.188
52.883316,0.95509267,36193.402,42576.81
51.42147,0.9576972,32770.152,40534.84
51.720795,0.95590216,32782.51,40699.484
